,v1_HL_Bin_ARB,v2_HL_Byb_ARB,v1_HL_Bin_AVAX,v2_HL_Byb_AVAX,v1_HL_Bin_BTC,v2_HL_Byb_BTC,v1_HL_Bin_DOGE,v2_HL_Byb_DOGE,v1_HL_Bin_ETH,v2_HL_Byb_ETH,v1_HL_Bin_LINK,v2_HL_Byb_LINK,v1_HL_Bin_MATIC,v2_HL_Byb_MATIC,v1_HL_Bin_OP,v2_HL_Byb_OP,v1_HL_Bin_SOL,v2_HL_Byb_SOL,v1_port,v2_port,v3_dyn_03pct_port
2023-06-13 00:00:00+00:00,-0.00011852850000000001,-0.00025016350000000003,0.00030605629999999997,0.0001232463,0.00029772939999999997,0.00025417440000000005,-0.00048019325,-0.00042988824999999994,0.00039802450000000003,0.00045533950000000003,-0.00041455204999999996,-0.00039852705,-0.0016090878500000002,-0.0016575928500000001,-0.0005323756,-0.0005625506,-0.00124561095,-0.00129948095,-0.00037761533333333336,-0.0004183825555555555,0.0005026287111111112
2023-06-14 00:00:00+00:00,8.187555e-05,-8.582944999999999e-05,-4.405229999999997e-05,-0.0002708773,0.00030996145000000003,0.00034129645,-0.0005529361,-0.00048815109999999996,0.00076139175,0.0007558817500000001,-0.00047878025,-0.00046233025,-0.001052487,-0.0011686370000000001,-0.0003357602499999999,-0.00034063025,-0.0013010525,-0.0014017675,-0.0002902044055555555,-0.0003467827388888889,0.00043155795555555553
2023-06-15 00:00:00+00:00,-9.92966e-05,-0.0002437516,-0.0011147671,-0.0012981421,0.00029371215,0.00031654215,-0.0006232884500000001,-0.0006574334500000001,0.00081555035,0.0007434303499999999,-0.0004569529,-0.0005353479,-0.0007986666,-0.0007897616,-0.00057827265,-0.0005783176500000001,-0.00022214765000000004,-0.00037291765,-0.00030934771666666673,-0.00037952216111111114,0.0004462966055555556
2023-06-16 00:00:00+00:00,0.00014752885,-2.7601150000000003e-05,-0.0009517774,-0.0011113823999999999,0.0002911688,0.00021454880000000006,-0.0004584318500000001,-0.00055054685,0.0005061196000000001,0.0004029896,-0.00047073775,-0.00051277275,-0.0014406973499999998,-0.0014909073500000002,-0.0006572491000000001,-0.0006577091000000001,-0.0003748132,-0.0003881932,-0.0003787654888888889,-0.00045795271111111115,0.00049821445
2023-06-17 00:00:00+00:00,0.00015979109999999998,7.036099999999976e-06,-0.00173931195,-0.00178367695,0.00023555514999999997,0.00012407514999999996,-0.0006694071,-0.0006558171,0.00047524329999999997,0.00031461829999999996,-0.00055840065,-0.00067711065,-0.00169874875,-0.0018303787500000002,-0.000349334,-0.000339544,-0.0001828261,-0.00019308109999999998,-0.0004808265555555556,-0.0005593198888888889,0.0005748420111111112
2023-06-18 00:00:00+00:00,-0.00020764570000000003,-0.00035138070000000006,-0.00197685565,-0.0021514856500000003,-0.00015310900000000001,-8.8459e-05,-0.0010596371,-0.0009787771,0.00035386919999999994,0.0002866992,-0.0011662379,-0.0012276729,-0.00209874665,-0.00208458665,-0.0008523259000000001,-0.0008332209000000001,-8.032850000000006e-06,8.918215e-05,-0.0007965246166666667,-0.0008155223944444445,0.0007494935666666667
2023-06-19 00:00:00+00:00,-8.521399999999993e-06,-6.86114e-05,-0.0020308659,-0.0021530458999999996,-0.00013710565000000003,-0.00013365065000000003,-0.00101011965,-0.0008896746499999999,6.493960000000001e-05,-3.618039999999999e-05,-0.0012541441000000003,-0.0013964591,-0.0016603021500000003,-0.0017263271500000002,-0.0011254979000000001,-0.0011014129,-0.00011262905,-0.00014844405,-0.0008082495777777779,-0.0008504229111111111,0.0007407478666666666
2023-06-20 00:00:00+00:00,-0.00027377495000000006,-0.00033924995,-0.00168034435,-0.0017717993500000002,-0.00010261095000000001,-0.00015378595,-0.00094805455,-0.00094403455,0.0001482919,7.54569e-05,-0.0012142214499999999,-0.0014300914499999998,-0.00210689665,-0.00216592165,-0.001009104,-0.001090604,-0.00017685965,-0.00024767965,-0.000818174961111111,-0.0008964121833333334,0.0007883864944444445
2023-06-21 00:00:00+00:00,-0.0004895983500000001,-0.0005774433500000001,-0.00041293115000000006,-0.00059138615,0.00027022985,0.00024846985,-0.0010152592499999998,-0.0009510492499999999,6.070855000000001e-05,1.5835499999999929e-06,-0.0009238693,-0.0011827643,-0.0015184592499999999,-0.00152006925,-0.0006724249999999999,-0.000618175,-3.484765e-05,-8.476765000000002e-05,-0.0005262723944444444,-0.0005861779500000001,0.0005750059277777777
2023-06-22 00:00:00+00:00,-0.00026487595,-0.00031794595000000003,-0.0007616788000000001,-0.0008129088,0.0005579939,0.0006934589,-0.0008181853499999999,-0.00086162035,0.00013991849999999998,0.0001698235,-0.00090037395,-0.0008945839499999999,-0.0005609491,-0.0005601341,-0.0006262195,-0.0004886994999999999,5.662665e-05,6.566649999999992e-06,-0.0003530826222222222,-0.00034067151111111114,0.00028888074444444444
2023-06-23 00:00:00+00:00,-0.00012196899999999997,-0.00016450399999999997,-0.0006375203,-0.0006670853,0.00011869754999999995,0.00011573254999999997,-0.0008136642,-0.0008136642,0.0003192863000000001,0.00036849130000000003,-0.0007760080499999999,-0.0007760080499999999,-0.00110608575,-0.0011268357500000001,-0.00046123325,-0.00046123325,3.665935e-05,-7.129565000000002e-05,-0.00038242637222222223,-0.0003996002611111111,0.0003338304888888889
2023-06-24 00:00:00+00:00,3.4134100000000016e-05,7.534100000000008e-06,-0.0005445598,-0.0005445598,2.075364999999999e-05,2.075364999999999e-05,-0.0007745321,-0.0007396871000000001,0.00031509005000000004,0.00036774505,-0.00030012175,-0.00030012175,-0.0009105137500000002,-0.0009074037500000001,-0.0004281384,-0.0004188884,1.9016349999999996e-05,-3.088365000000001e-05,-0.0002854301833333333,-0.00028283462777777777,0.00010839009444444446
2023-06-25 00:00:00+00:00,-0.00025523015,-0.00031060015,-0.0008118997000000001,-0.0008302447000000001,0.00027426725000000005,0.00027426725000000005,-0.00052352125,-0.00054255625,0.00032403619999999995,0.00038763119999999995,0.00015931700000000002,0.00015613200000000002,-0.00082841745,-0.00080652745,-0.00052951225,-0.00052951225,-5.3948100000000006e-05,-0.00010178810000000002,-0.0002494342722222222,-0.0002559109388888889,8.492603888888889e-05
