ts_ms,coin,funding_rate_raw,funding_rate_normalized,annualized_pct
1741201200960,HYPE,1.25e-05,1.25e-05,10.95
1741204800567,HYPE,1.25e-05,1.25e-05,10.95
1741208400711,HYPE,1.25e-05,1.25e-05,10.95
1741212000090,HYPE,1.25e-05,1.25e-05,10.95
1741215600826,HYPE,1.25e-05,1.25e-05,10.95
1741219200098,HYPE,1.25e-05,1.25e-05,10.95
1741222800292,HYPE,1.25e-05,1.25e-05,10.95
1741226400096,HYPE,1.25e-05,1.25e-05,10.95
1741230000355,HYPE,1.25e-05,1.25e-05,10.95
1741233600350,HYPE,1.25e-05,1.25e-05,10.95
1741237200291,HYPE,1.25e-05,1.25e-05,10.95
1741240800618,HYPE,1.25e-05,1.25e-05,10.95
1741244400088,HYPE,1.25e-05,1.25e-05,10.95
1741248002481,HYPE,1.25e-05,1.25e-05,10.95
1741251600218,HYPE,1.25e-05,1.25e-05,10.95
1741255200077,HYPE,1.25e-05,1.25e-05,10.95
1741258801264,HYPE,1.25e-05,1.25e-05,10.95
1741262400204,HYPE,1.25e-05,1.25e-05,10.95
1741266000745,HYPE,1.25e-05,1.25e-05,10.95
1741269600280,HYPE,1.25e-05,1.25e-05,10.95
1741273200217,HYPE,1.25e-05,1.25e-05,10.95
1741276800424,HYPE,1.25e-05,1.25e-05,10.95
1741280400378,HYPE,1.25e-05,1.25e-05,10.95
1741284000613,HYPE,1.25e-05,1.25e-05,10.95
1741287600686,HYPE,1.25e-05,1.25e-05,10.95
1741291202047,HYPE,1.25e-05,1.25e-05,10.95
1741294800394,HYPE,1.25e-05,1.25e-05,10.95
1741298402811,HYPE,1.25e-05,1.25e-05,10.95
1741302000155,HYPE,1.25e-05,1.25e-05,10.95
1741305600357,HYPE,1.25e-05,1.25e-05,10.95
1741309201030,HYPE,1.25e-05,1.25e-05,10.95
1741312800729,HYPE,1.25e-05,1.25e-05,10.95
1741316400808,HYPE,1.25e-05,1.25e-05,10.95
1741320000097,HYPE,1.25e-05,1.25e-05,10.95
1741323601349,HYPE,1.25e-05,1.25e-05,10.95
1741327200384,HYPE,1.25e-05,1.25e-05,10.95
1741330800065,HYPE,1.25e-05,1.25e-05,10.95
1741334400617,HYPE,1.25e-05,1.25e-05,10.95
1741338000728,HYPE,1.25e-05,1.25e-05,10.95
1741341600038,HYPE,1.25e-05,1.25e-05,10.95
1741345200073,HYPE,1.25e-05,1.25e-05,10.95
1741348800260,HYPE,1.25e-05,1.25e-05,10.95
1741352400112,HYPE,1.25e-05,1.25e-05,10.95
1741356000961,HYPE,1.25e-05,1.25e-05,10.95
1741359600186,HYPE,1.25e-05,1.25e-05,10.95
1741363200280,HYPE,1.25e-05,1.25e-05,10.95
1741366800496,HYPE,1.25e-05,1.25e-05,10.95
1741370400733,HYPE,1.25e-05,1.25e-05,10.95
1741374000520,HYPE,1.25e-05,1.25e-05,10.95
1741377600162,HYPE,1.25e-05,1.25e-05,10.95
1741381201112,HYPE,1.25e-05,1.25e-05,10.95
1741384800208,HYPE,1.25e-05,1.25e-05,10.95
1741388400015,HYPE,1.25e-05,1.25e-05,10.95
1741392000132,HYPE,1.25e-05,1.25e-05,10.95
1741395600652,HYPE,1.25e-05,1.25e-05,10.95
