ts_ms,coin,funding_rate_raw,funding_rate_normalized,annualized_pct
1698364800858,ETH,0.0,0.0,0.0
1698368400447,ETH,0.0,0.0,0.0
1698372000521,ETH,0.0,0.0,0.0
1698375601007,ETH,0.0,0.0,0.0
1698379200703,ETH,0.0,0.0,0.0
1698382801254,ETH,0.0,0.0,0.0
1698386400795,ETH,0.0,0.0,0.0
1698390000885,ETH,0.0,0.0,0.0
1698393600063,ETH,0.0,0.0,0.0
1698397200216,ETH,0.0,0.0,0.0
1698400800073,ETH,0.0,0.0,0.0
1698404400566,ETH,0.0,0.0,0.0
1698408001104,ETH,0.0,0.0,0.0
1698411600251,ETH,0.0,0.0,0.0
1698415200165,ETH,0.0,0.0,0.0
1698418805517,ETH,0.0,0.0,0.0
1698422400343,ETH,0.0,0.0,0.0
1698426000807,ETH,0.0,0.0,0.0
1698429600302,ETH,0.0,0.0,0.0
1698433200040,ETH,0.0,0.0,0.0
1698436801132,ETH,0.0,0.0,0.0
1698440400746,ETH,0.0,0.0,0.0
1698444000628,ETH,0.0,0.0,0.0
1698447600640,ETH,0.0,0.0,0.0
1698451200788,ETH,0.0,0.0,0.0
1698454800480,ETH,0.0,0.0,0.0
1698458400452,ETH,0.0,0.0,0.0
1698462000982,ETH,0.0,0.0,0.0
1698465600096,ETH,0.0,0.0,0.0
1698469200734,ETH,0.0,0.0,0.0
1698472800253,ETH,0.0,0.0,0.0
1698476400144,ETH,0.0,0.0,0.0
1698480000323,ETH,0.0,0.0,0.0
1698483600809,ETH,0.0,0.0,0.0
1698487200346,ETH,0.0,0.0,0.0
1698490800938,ETH,0.0,0.0,0.0
1698494400602,ETH,0.0,0.0,0.0
1698498000893,ETH,0.0,0.0,0.0
1698501600051,ETH,0.0,0.0,0.0
1698505201214,ETH,0.0,0.0,0.0
1698508801065,ETH,0.0,0.0,0.0
1698512400458,ETH,0.0,0.0,0.0
1698516001108,ETH,0.0,0.0,0.0
1698519600769,ETH,0.0,0.0,0.0
1698523200371,ETH,0.0,0.0,0.0
1698526801247,ETH,0.0,0.0,0.0
1698530400468,ETH,0.0,0.0,0.0
1698534001063,ETH,0.0,0.0,0.0
1698537601089,ETH,0.0,0.0,0.0
1698541200090,ETH,0.0,0.0,0.0
1698544800324,ETH,0.0,0.0,0.0
1698548400355,ETH,0.0,0.0,0.0
1698552001006,ETH,0.0,0.0,0.0
1698555600591,ETH,0.0,0.0,0.0
1698559201038,ETH,0.0,0.0,0.0
1698562800288,ETH,0.0,0.0,0.0
1698566400111,ETH,0.0,0.0,0.0
1698570000711,ETH,0.0,0.0,0.0
1698573601076,ETH,0.0,0.0,0.0
1698577200863,ETH,0.0,0.0,0.0
1698580801319,ETH,0.0,0.0,0.0
1698584400909,ETH,0.0,0.0,0.0
1698588000945,ETH,0.0,0.0,0.0
1698591601097,ETH,0.0,0.0,0.0
