config,universe,margin_buffer_x,position_size,concurrency_cap,entry_threshold,exit_threshold,min_hold_hours,annual_pct,vol_pct,sharpe,sortino,max_dd_pct,calmar,n_liquidations,n_top_ups,n_forced_closes,n_skipped_opens_capital,total_funding,total_fees,final_equity
B_live,U3-new,5.0,100.0,3,0.1,-0.1,120,159.69169497041844,6.411781245914019,5.113384719299367,287.8352494763528,0.0257423385488624,6203.464952001232,0,0,0,7207,2485.165915721592,888.7943185768443,2596.371597144747
B_live,U3-new,5.0,100.0,5,0.1,-0.1,120,159.69169497041844,6.411781245914019,5.113384719299367,287.8352494763528,0.0257423385488624,6203.464952001232,0,0,0,7207,2485.165915721592,888.7943185768443,2596.371597144747
B_live,U3-new,5.0,150.0,3,0.1,-0.1,120,185.0290662420469,8.105751599612432,4.45168525297267,218.0229464142371,0.0359511107715606,5146.685659248538,0,0,0,14828,2687.756350080989,838.3635292191829,2849.3928208618063
B_live,U3-new,5.0,150.0,5,0.1,-0.1,120,185.0290662420469,8.105751599612432,4.45168525297267,218.0229464142371,0.0359511107715606,5146.685659248538,0,0,0,14828,2687.756350080989,838.3635292191829,2849.3928208618063
B_live,U4,3.0,100.0,3,0.1,-0.1,120,32.383512348754785,10.034502429779948,5.501544784663728,329.1538187501944,0.0195959973451966,1652.5574982634166,0,0,0,0,748.4271348838435,724.8700167722279,1323.5571181116156
B_live,U4,3.0,100.0,5,0.1,-0.1,120,39.8523323296452,10.473482105237103,6.297261696379256,392.6084695970608,0.0241123928741555,1652.7738469440865,0,0,0,0,973.9602035390152,975.7305701404543,1398.22963339856
B_live,U4,3.0,150.0,3,0.1,-0.1,120,46.305590060581125,13.720072154851396,5.476097607960423,330.9131594745131,0.0256875807288562,1802.645042729287,0,0,0,194,1079.5885907383642,916.9935527412446,1462.5950379971202
B_live,U4,3.0,150.0,5,0.1,-0.1,120,50.147924885574845,13.910711033162936,5.766462853910778,391.5795380572053,0.0220224506960696,2277.127354156132,0,0,0,343,1216.9188264204286,865.9125435280705,1501.0062828923587
B_live,U4,5.0,100.0,3,0.1,-0.1,120,53.687986288282,15.614429395345429,5.44384129603896,545.2670474143137,0.0170515287510726,3148.573190829281,0,0,0,0,1197.427134883843,960.8700167722276,1536.557118111615
B_live,U4,5.0,100.0,5,0.1,-0.1,120,61.142024270079,15.473869456658424,6.0890665015264815,649.3289819380145,0.0216034937414784,2830.191495956365,0,0,0,206,1384.4010358542037,973.31919140438,1611.0818444498232
