annual_pct,vol_pct,sharpe,sortino,max_dd_pct,calmar,n_liquidations,n_top_ups,n_forced_closes,n_skipped_opens_capital,min_margin_ratio,peak_committed_capital,final_equity,total_funding,total_fees
29.01093821784457,7.991996633107372,3.6299988037613593,262.08843374439226,0.030500848394053277,951.1518447959239,0,0,0,0,12.284267507527561,571.1483572329508,2275.9215176092516,235.22734080219274,0.05275143678160919
