universe,margin_buffer_x,position_size,concurrency_cap,annual_pct,vol_pct,sharpe,sortino,max_dd_pct,calmar,n_liquidations,n_top_ups,n_forced_closes,n_skipped_opens_capital,min_margin_ratio,peak_committed_capital,final_equity,total_funding,total_fees
U5,5.0,100.0,5,45.25689402918647,18.657620755120632,3.384858404803309,405.31749376284347,0.05741747956278984,788.2076046144631,0,0,0,0,2.484337839690037,312.2097166296197,1452.4164205531342,726.7247979215593,374.308377368425
U5,5.0,150.0,3,67.8889055855997,26.74675244772849,3.31582590658013,406.8804932997295,0.08079852325944098,840.224583902493,0,0,0,0,2.4843378396900238,468.3145749444295,1678.6246308296998,1090.087196882338,561.4625660526382
U5,5.0,150.0,5,67.8889055855997,26.74675244772849,3.31582590658013,406.8804932997295,0.08079852325944098,840.224583902493,0,0,0,0,2.4843378396900238,468.3145749444295,1678.6246308296998,1090.087196882338,561.4625660526382
U7,2.0,50.0,3,-8.285292909677544,38.760537280910015,-0.14749562501494218,-0.03383937877718371,29.597305297541915,-0.2799340286686723,2,4,0,0,-0.4536257145995127,251.5365209411825,917.0507704607797,351.07165794514424,584.0208874843643
U7,2.0,50.0,5,-13.136536388457431,44.4905666686735,-0.2607289099563182,-0.05933454390779674,34.45369940294127,-0.3812808672538654,2,2,0,0,-0.4536257145995127,256.7294377547611,868.5434294786336,351.07165794514424,632.5282284665107
U7,2.0,100.0,3,-18.57440540894626,87.52593371526022,0.19641640922946516,0.0466890633132556,59.12461197566572,-0.3141569100967807,2,4,0,21,-0.4536257145995127,432.56351936183916,814.0849521618964,575.2766334877272,961.1916813258306
U7,2.0,100.0,5,-32.71157531197827,107.50526780398798,0.1695620133053409,0.03928019788656896,71.12660300090533,-0.4599063350679338,2,4,0,98,-0.06335048890099534,513.4588755095222,672.7429411883726,478.597556767902,905.8546155795293
U7,2.0,150.0,3,-35.065272085272134,93.47169490328446,0.01864496134852257,0.0027490996698153964,64.63222778296166,-0.5425354082335383,1,4,0,1043,0.7223403664387812,594.1533928495606,649.1427347543472,547.2016180135003,898.0588832591533
U7,2.0,150.0,5,-57.97499585739845,107.73382895802803,-0.08395445729487305,-0.02087045076050962,79.14372556103677,-0.7325280108615472,1,2,0,1112,0.7106344634453299,770.1883132642831,420.11766266296627,317.57133678162086,897.4536741186548
U7,3.0,50.0,3,50.931939129339845,16.507924015479905,4.186872540822295,615.5403217271212,0.026807877522988143,1899.887041995957,0,0,0,0,3.574313842515219,278.20318760784915,1509.1609127573129,825.933995211159,466.7730824538462
U7,3.0,50.0,5,52.43768956594088,17.630545812994562,4.0229596250999835,627.4060668391945,0.02644480888378194,1982.9105136055584,0,0,0,0,5.578242144651791,288.3961044214277,1524.2168360853648,862.1848536262797,487.96801754091484
U7,3.0,100.0,3,101.87457621246709,29.734026075773745,4.030206796263719,626.6615684695358,0.049274058156910425,2067.5093552890107,0,0,0,0,3.574313842515219,556.4063752156983,2018.321825514625,1651.867990422318,933.5461649076924
U7,3.0,100.0,5,104.88639335967842,32.15512053965654,3.8222047972446385,637.820975986763,0.04806123050090222,2182.349312877236,0,0,0,0,5.578242144651791,576.7922088428554,2048.433672170729,1724.3697072525595,975.9360350818304
U7,3.0,150.0,3,143.7993261616925,41.67769488138454,3.7101965216208237,621.2841584837565,0.0683742748531176,2103.120310534976,0,0,0,65,3.574313842515178,790.0589691024903,2437.2252937395156,2111.1802616485566,823.9549679090411
U7,3.0,150.0,5,147.70366592090602,45.522222749645536,3.4829686461161375,664.5652604968478,0.06606101793851658,2235.867241076648,0,0,0,232,5.578242144651712,865.1883132642831,2476.2563926614093,2277.4324561852422,951.1760635238331
U7,5.0,50.0,3,84.268772830213,25.634115378375427,4.0483509344379875,1032.7357644800118,0.02534417948053634,3324.9753812282293,0,0,0,0,13.621554426962222,331.5365209411825,1842.4942460906582,1545.9339952111711,853.439749120513
U7,5.0,50.0,5,86.77462827784052,27.615489481659406,3.8549524898877685,1052.0391233641808,0.024808303618746197,3497.8057996786997,0,0,0,0,15.31345750706454,351.7294377547611,1867.5501694187135,1602.184853626295,884.6346842075817
U7,5.0,100.0,3,140.84385359277647,44.555296841613554,3.447736174556315,945.2078966040602,0.044545458060326004,3161.80054545713,0,0,0,665,13.621554426962222,613.372646068327,2407.93276383522,2294.215927349884,886.283163514664
U7,5.0,100.0,5,124.21430791273505,48.25829006631407,2.964270674781457,928.3721030636148,0.04291611433001963,2894.351221024866,0,0,0,703,15.31345750706454,703.4588755095222,2241.672229080734,2059.800981463979,918.1287523832452
U7,5.0,150.0,3,105.80543592557206,58.709524088866814,2.2668601572338307,649.9137541176098,0.01287636464886527,8217.026995650993,0,0,0,1058,13.621554426962236,834.1533928495606,2057.406072132555,1899.1599934002084,841.7539212676534
U7,5.0,150.0,5,105.80543592557206,58.709524088866814,2.2668601572338307,649.9137541176098,0.01287636464886527,8217.026995650993,0,0,0,1114,13.621554426962236,834.1533928495606,2057.406072132555,1899.1599934002084,841.7539212676534
