fundingTime,fundingRate
1758643200008,0.0001
1758672000000,0.0001
1758700800000,0.0001
1758729600000,0.0001
1758758400000,0.0001
1758787200001,0.0001
1758816000000,0.0001
1758844800001,0.0001
1758873600000,0.0001
1758902400000,0.0001
1758931200001,0.0001
1758960000002,0.0001
1758988800000,0.0001
1759017600000,0.0001
1759046400000,0.0001
1759075200000,0.0001
1759104000000,0.0001
1759132800000,0.0001
1759161600000,0.0001
1759190400000,0.0001
1759219200004,0.0001
1759248000000,0.0001
1759276800000,0.0001
1759305600000,0.0001
1759334400002,0.0001
1759363200000,0.0001
1759392000000,0.0001
1759420800000,0.0001
1759449600000,0.0001
1759478400000,0.00027585
1759507200000,0.0002343
1759536000003,0.00045121
1759564800001,0.00044048
1759593600000,0.00028284
1759622400000,0.00042407
1759651200001,0.00035325
1759680000001,0.00049309
1759708800000,0.00016405
1759737600001,0.0001
1759766400000,0.00050071
1759795200001,0.00037658
1759824000000,0.00064
1759852800000,0.00026304
1759881600000,0.0001
1759910400000,0.0001
1759939200001,0.0001
1759968000000,0.00018688
1759996800002,0.00025211
1760025600000,0.00011002
1760054400001,0.00019999
1760083200000,0.00040224
1760112000000,0.0001503
1760140800000,0.0001
1760169600000,0.0001
1760198400000,-8.482e-05
1760227200000,-0.00018589
1760256000000,-0.0001159
1760284800000,-2.247e-05
1760313600000,9.85e-06
1760342400000,-4.681e-05
1760371200000,-0.00010188
1760400000001,0.0001
1760428800000,-1.438e-05
1760457600000,-6.752e-05
1760486400001,0.0001
1760515200000,0.0001
1760544000000,0.0001
1760572800000,0.0001
1760601600000,0.0001
1760630400000,0.0001
1760659200000,0.0001
1760688000000,0.0001
1760716800000,0.0001
1760745600000,0.0001
1760774400000,0.0001
1760803200000,0.0001
1760832000000,0.0001
1760860800006,0.0001
1760889600000,0.0001
1760918400000,0.0001
1760947200016,0.0001
1760976000001,0.0001
1761004800008,0.0001
1761033600000,0.0001
1761062400000,0.0001
1761091200000,8.776e-05
1761120000000,6.857e-05
1761148800000,0.0001
1761177600000,5.475e-05
1761206400000,-4.893e-05
1761235200000,0.0001
1761264000000,0.0001
1761292800004,8.922e-05
1761321600001,0.0001
1761350400005,0.0001
1761379200000,0.0001
1761408000000,0.0001
1761436800004,0.0001
1761465600000,0.0001
1761494400001,0.0001
1761523200011,0.0001
1761552000000,0.0001
1761580800000,0.0001
1761609600000,0.0001
1761638400000,5.742e-05
1761667200000,0.0001
1761696000001,-4.449e-05
1761724800000,6.165e-05
1761753600001,0.0001
1761782400000,0.0001
1761811200000,0.0001
1761840000006,1.363e-05
1761868800000,6.859e-05
1761897600002,0.0001
1761926400000,0.0001
1761955200000,0.0001
1761984000000,0.0001
1762012800001,0.0001
1762041600001,0.0001
1762070400000,0.0001
1762099200000,0.0001
1762128000001,0.0001
1762156800002,0.0001
1762185600000,0.0001
1762214400001,0.0001
1762243200002,0.0001
1762272000001,0.0001
1762300800000,0.0001
1762329600002,0.0001
1762358400000,0.0001
1762387200000,0.0001
1762416000000,0.0001
1762444800001,0.0001
1762473600000,0.0001
1762502400000,0.0001
1762531200000,0.0001
1762560000002,0.0001
1762588800007,0.0001
1762617600000,1.106e-05
1762646400011,3.197e-05
1762675200000,9.277e-05
1762704000000,0.0001
1762732800000,0.0001
1762761600001,-2.959e-05
1762790400000,0.0001
1762819200000,0.0001
1762848000004,4.033e-05
1762876800000,0.0001
1762905600000,0.0001
1762934400000,0.0001
1762963200000,0.0001
1762992000003,0.0001
1763020800000,0.0001
