Date,ret_gross,cost,ret_funding,ret_net,equity
2006-08-15 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-16 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-17 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-18 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-21 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-22 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-23 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-24 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-25 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-28 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-29 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-30 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-08-31 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-01 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-04 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-05 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-06 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-07 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-08 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-11 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-12 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-13 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-14 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-15 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-18 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-19 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-20 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-21 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-22 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-25 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-26 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-27 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-28 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-09-29 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-02 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-03 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-04 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-05 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-06 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-09 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-10 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-11 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-12 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-13 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-16 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-17 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-18 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-19 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-20 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-23 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-24 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-25 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-26 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-27 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-30 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-10-31 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-01 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-02 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-03 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-06 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-07 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-08 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-09 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-10 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-13 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-14 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-15 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-16 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-17 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-20 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-21 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-22 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-23 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-24 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-27 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-28 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-29 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-11-30 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-01 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-04 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-05 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-06 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-07 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-08 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-11 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-12 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-13 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-14 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-15 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-18 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-19 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-20 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-21 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-22 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-25 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-26 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-27 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-28 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2006-12-29 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-03 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-04 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-05 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-08 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-09 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-10 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-11 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-12 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-15 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-16 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-17 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-18 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-19 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-22 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-23 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-24 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-25 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-26 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-29 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-30 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-01-31 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-01 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-02 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-05 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-06 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-07 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-08 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-09 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-12 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-13 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-14 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-15 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-16 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-19 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-20 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-21 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-23 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-26 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-01 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-02 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-05 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-09 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-15 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-16 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-19 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-21 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-22 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-23 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-26 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-27 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-28 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-29 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-03-30 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-02 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-03 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-04 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-05 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-06 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-09 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-10 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-11 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-12 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-13 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-16 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-17 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-18 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-19 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-20 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-23 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-24 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-25 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-26 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-27 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-04-30 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-05-01 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-05-02 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-05-03 00:00:00+00:00,0.0,0.0,0.0,0.0,1.0
2007-05-04 00:00:00+00:00,0.00032887777785358936,0.0001314140147001935,0.0,0.00019746376315339585,1.0001974637631534
2007-05-07 00:00:00+00:00,0.003058500658668747,2.368592342580872e-06,0.0,0.0030561320663261664,1.0032541993048183
2007-05-08 00:00:00+00:00,-0.003186269585414174,2.478822716988191e-06,0.0,-0.003188748408131162,1.000055074073834
2007-05-09 00:00:00+00:00,-0.000422699511282169,7.571859180667482e-07,0.0,-0.00042345669720023576,0.9996315940551485
2007-05-10 00:00:00+00:00,-0.005260401112131446,1.4045315146764437e-06,0.0,-0.005261805643646122,0.9943717268919822
2007-05-11 00:00:00+00:00,0.00422633286488227,8.059446064936082e-07,0.0,0.004225526920275777,0.9985734713927253
2007-05-14 00:00:00+00:00,0.0018897193268656869,4.97674057900456e-07,0.0,0.0018892216528077863,1.0004599980167999
2007-05-15 00:00:00+00:00,0.004383278529650636,4.004462242729948e-07,0.0,0.004382878083426363,1.0048448922154525
2007-05-16 00:00:00+00:00,-0.006598055415269396,1.5573020450180832e-07,0.0,-0.006598211145473898,0.998214713448164
2007-05-17 00:00:00+00:00,-0.0010592147067028912,1.5698800661515578e-06,0.0,-0.0010607845867690428,0.9971558226658521
2007-05-18 00:00:00+00:00,0.0023842916450621996,4.301716320371348e-05,0.0,0.0023412744818584862,0.9994904381478963
2007-05-21 00:00:00+00:00,2.18248650979555e-05,1.1484032961345135e-06,0.0,2.0676461801820986e-05,0.999511104073762
2007-05-22 00:00:00+00:00,-0.001059019119249053,2.480999466982478e-07,0.0,-0.0010592672191957512,0.9984523547259945
2007-05-23 00:00:00+00:00,0.002473769009076203,4.52960091017229e-06,0.0,0.0024692394081660307,1.00091777262746
2007-05-24 00:00:00+00:00,-0.0027956840942720976,5.376365515332312e-07,0.0,-0.002796221730823631,0.9981189846008716
2007-05-25 00:00:00+00:00,0.0025369631986994373,1.0441781351491639e-06,0.0,0.0025359190205642883,1.0006501335187072
2007-05-28 00:00:00+00:00,-0.0002177705708546278,1.7704664664328825e-06,0.0,-0.0002195410373210607,1.000430449750399
2007-05-29 00:00:00+00:00,-0.00010734302931723289,6.629384852216005e-06,0.0,-0.0001139724141694489,1.0003164282768324
2007-05-30 00:00:00+00:00,0.0012999609984191158,2.2971786360157428e-06,0.0,0.0012976638197831,1.0016145027141419
2007-05-31 00:00:00+00:00,0.004487160304905312,1.954338675246534e-06,0.0,0.0044852059662300655,1.0061069500575779
2007-06-01 00:00:00+00:00,0.0070965776142267525,3.3543196099175443e-06,0.0,0.007093223294616835,1.0132434913126023
2007-06-04 00:00:00+00:00,0.0005287990181945071,2.6481922475299905e-06,0.0,0.0005261508259469771,1.0137766102124417
2007-06-05 00:00:00+00:00,-0.00038780358516178506,2.040177722318734e-06,0.0,-0.0003898437628841038,1.0133813957239926
2007-06-06 00:00:00+00:00,0.0012082832839167645,5.168783180819482e-05,0.0,0.0011565954521085698,1.0145534680375385
2007-06-07 00:00:00+00:00,-0.0059791698221878615,2.781133413352846e-06,0.0,-0.005981950955601214,1.008484458949903
2007-06-08 00:00:00+00:00,0.0013549375111793125,1.44855197450805e-06,0.0,0.0013534889592048045,1.0098494315306212
2007-06-11 00:00:00+00:00,-0.001997631713364024,4.871873540052636e-05,0.0,-0.00204635044876455,1.0077829256932238
2007-06-12 00:00:00+00:00,-0.0028149426181803307,2.4773738376165617e-06,0.0,-0.002817419992017947,1.0049435779307614
2007-06-13 00:00:00+00:00,0.0023346715424001413,2.1879255966458846e-06,0.0,0.002332483616803495,1.0072875923620968
2007-06-14 00:00:00+00:00,0.000261547811318665,1.4096342398225575e-06,0.0,0.00026013817707884246,1.007549626320168
2007-06-15 00:00:00+00:00,0.004299457055949423,7.913305291742834e-07,0.0,0.004298665725420248,1.0118807453654906
2007-06-18 00:00:00+00:00,0.0018175991837963586,6.885791168495998e-07,0.0,0.001816910604679509,1.0137192422224162
2007-06-19 00:00:00+00:00,0.003130579050397393,6.023565309923568e-07,0.0,0.0031299766938664006,1.0168921598246963
2007-06-20 00:00:00+00:00,-0.0019128180898337363,9.554078908451225e-07,0.0,-0.0019137734977245815,1.0149460585591799
2007-06-21 00:00:00+00:00,0.0016291015142055614,2.414273798710373e-06,0.0,0.001626687240406851,1.0165970583623394
2007-06-22 00:00:00+00:00,0.0021638122630573586,1.4852384643896711e-06,0.0,0.002162327024592969,1.0187952736547579
2007-06-25 00:00:00+00:00,-0.0018038109118588188,1.6721468977634103e-06,0.0,-0.0018054830587565822,1.016955856047833
2007-06-26 00:00:00+00:00,-0.0013684383454896495,3.2775307497069778e-06,0.0,-0.0013717158762393566,1.0155608815546575
2007-06-27 00:00:00+00:00,-0.0014388478880866533,1.2573012177771376e-06,0.0,-0.0014401051893044305,1.014098367059076
2007-06-28 00:00:00+00:00,0.005756538625235259,2.586924966166887e-07,0.0,0.005756279932738642,1.0199358011392012
2007-06-29 00:00:00+00:00,0.0002721174896632491,1.4836281208335967e-06,0.0,0.00027063386154241553,1.0202118303035888
2007-07-02 00:00:00+00:00,0.010312213857045187,4.7048408430682064e-05,0.0,0.010265165448614505,1.030684473534289
2007-07-03 00:00:00+00:00,-0.0032445525312191415,5.600531577729909e-06,0.0,-0.0032501530627968714,1.0273345912358545
2007-07-04 00:00:00+00:00,0.0013028959702745416,2.2901531757985926e-06,0.0,0.001300605817098743,1.0286707485813227
2007-07-05 00:00:00+00:00,-0.000305016698551751,3.4306736485353597e-07,0.0,-0.00030535976591660455,1.0283566339223307
2007-07-06 00:00:00+00:00,0.0013262604746302259,7.93435881093893e-07,0.0,0.001325467038749132,1.0297196867446736
2007-07-09 00:00:00+00:00,0.002529944141677491,1.3099789453101529e-06,0.0,0.0025286341627321807,1.0323234711226141
2007-07-10 00:00:00+00:00,-3.731802622531982e-05,1.4318936289877878e-06,0.0,-3.874991985430761e-05,1.0322834686708444
2007-07-11 00:00:00+00:00,0.004322598297174806,6.64244626816096e-06,0.0,0.004315955850906645,1.0367387585472487
2007-07-12 00:00:00+00:00,0.004609701757171682,1.1106209290721731e-06,0.0,0.00460859113624261,1.0415166636004887
2007-07-13 00:00:00+00:00,-0.00031010330817814245,5.847864280031618e-07,0.0,-0.0003106880946061456,1.0411930767727742
2007-07-16 00:00:00+00:00,0.002439881581120693,3.739746344518291e-07,0.0,0.002439507606486241,1.0437330752033822
2007-07-17 00:00:00+00:00,0.002243910962370853,3.334152528240209e-07,0.0,0.0022435775471180293,1.0460747712960932
2007-07-18 00:00:00+00:00,0.0026026284635967192,8.002961673740844e-07,0.0,0.002601828167429345,1.0487964781012886
2007-07-19 00:00:00+00:00,-0.00035586914453863603,5.950683760087117e-07,0.0,-0.00035646421291464476,1.0484226196902144
2007-07-20 00:00:00+00:00,0.0004121320685669268,2.3390161311741793e-06,0.0,0.00040979305243575266,1.04885225599578
2007-07-23 00:00:00+00:00,0.0011966163019777461,1.1236162146090106e-06,0.0,0.001195492685763137,1.050106151196269
2007-07-24 00:00:00+00:00,0.0011750832385226642,9.136747065881912e-07,0.0,0.001174169563816076,1.0513391538777799
2007-07-25 00:00:00+00:00,-0.00568069385403803,1.8429830530943716e-06,0.0,-0.005682536837091124,1.0453648804075932
2007-07-26 00:00:00+00:00,-0.011232230420628705,1.2265323690419578e-06,0.0,-0.011233456952997746,1.033621819023359
2007-07-27 00:00:00+00:00,-0.01683166445459683,4.9203382123990256e-05,0.0,-0.01688086783672082,1.0161733857032746
2007-07-30 00:00:00+00:00,0.005192493489559292,7.56532800517258e-06,0.0,0.005184928161554119,1.0214421717078295
2007-07-31 00:00:00+00:00,-0.0020994567973002397,2.915969346932787e-06,0.0,-0.0021023727666471723,1.019294719503326
2007-08-01 00:00:00+00:00,0.0022415307818704436,1.4896067026578753e-06,0.0,0.0022400411751677856,1.0215779816446444
2007-08-02 00:00:00+00:00,0.002502308887395322,8.406788618751424e-07,0.0,0.0025014682085334468,1.0241334264882662
2007-08-03 00:00:00+00:00,0.005612315289720097,5.990388345434112e-07,0.0,0.005611716250885554,1.0298805726807656
2007-08-06 00:00:00+00:00,-0.002570663343689392,2.555750927815809e-06,0.0,-0.0025732190946172076,1.0272304643259682
2007-08-07 00:00:00+00:00,-0.004649971434934856,6.235349134350976e-07,0.0,-0.00465059496984829,1.0224532314956989
2007-08-08 00:00:00+00:00,0.006004923629963625,5.627981258883058e-07,0.0,0.006004360831837737,1.0285924096312775
2007-08-09 00:00:00+00:00,-0.009160353604915088,1.6678542385223887e-06,0.0,-0.00916202145915361,1.0191684239015133
2007-08-10 00:00:00+00:00,-0.0014198119011433297,5.71496676393726e-06,0.0,-0.001425526867907267,1.017715571930319
2007-08-13 00:00:00+00:00,-0.005589601142591591,6.087495480076158e-07,0.0,-0.005590209892139599,1.0120263282727295
2007-08-14 00:00:00+00:00,-0.008082738882464793,1.317579358471481e-06,0.0,-0.008084056461823265,1.003845050294121
2007-08-15 00:00:00+00:00,-0.010177185123077668,3.298965174675904e-06,0.0,-0.010180484088252343,0.9936254217325308
