time,ret_net_lo5,equity_lo5,ret_net_ls5,equity_ls5,ret_net_lo10,equity_lo10,ret_net_ls10,equity_ls10,ret_net_btc,equity_btc,ret_net_ew,equity_ew
2024-02-24 00:00:00+00:00,0.03182580918318645,1.625043998203236,-0.011669260233196995,1.0631352394382694,0.03182580918318645,1.618334886169886,-0.011669260233196995,1.052991412687706,0.016239704478250294,1.4879719143370664,0.031662946495576084,2.4367973191181913
2024-02-25 00:00:00+00:00,0.02369811330381862,1.6635544749963467,0.03241404962292127,1.0975957578452977,0.02369811330381862,1.6566863696658622,0.03241404962292127,1.0871231285910752,0.0031149029382824267,1.4926068024251167,0.01286936924105723,2.4681573635835417
2024-02-26 00:00:00+00:00,0.019237002034601616,1.695556275816522,-0.012724109311649544,1.0836298294424713,0.019237002034601616,1.688556048729821,-0.012724109311649544,1.0732904550676599,0.05311581448263403,1.5718878284382467,0.022800943408293306,2.524433679953373
2024-02-27 00:00:00+00:00,0.012166860416274091,1.7161858723523191,-0.00635123943274074,1.0767474369392223,0.011500193749607424,1.7079747704472854,-0.007684572766074073,1.0650426764665597,0.04700873606531397,1.6457802884895798,0.017151206143332928,2.567730762393426
2024-02-28 00:00:00+00:00,0.024524039279932925,1.7582736820975533,0.006329791775383472,1.0835630240097254,0.024524039279932925,1.749861210806869,0.006329791775383472,1.0717841748404902,0.09458295215029322,1.8014430467656855,0.04577290497204983,2.685263258574269
2024-02-29 00:00:00+00:00,-0.0009044257649502736,1.7566834540776302,0.009034499518101166,1.0933524736279734,-0.0009044257649502736,1.748278591242728,0.009034499518101166,1.0814672084515948,-0.020840561185672013,1.7638999627270617,0.002191153685304093,2.6911470830593056
2024-03-01 00:00:00+00:00,0.03596758108089252,1.8198671086456297,-0.015491773469740473,1.0764145047839484,0.03596758108089252,1.8111599432252397,-0.015491773469740473,1.0647133634433101,0.02056109684484042,1.8001676806853033,0.05017337785196799,2.8261710225128613
2024-03-02 00:00:00+00:00,0.05131576100847446,1.9132549742600722,0.06736680431004172,1.1489291100842192,0.05131576100847446,1.9041009940199083,0.06736680431004172,1.136439700244682,-0.006421437490282567,1.7886080164517557,0.022779666033974272,2.8905502545606
2024-03-03 00:00:00+00:00,-0.006643092700594859,1.9005450441061884,0.01336488830476671,1.16428441931059,-0.006643092700594859,1.8914518746053393,0.01336488830476671,1.151628089903555,0.018176148396896963,1.8211180211826623,-0.004048138541014683,2.878848906670373
2024-03-04 00:00:00+00:00,0.004510850690222391,1.9091181190301938,0.030344113303278908,1.1996135976473927,0.004510850690222391,1.8999839315994254,0.030344113303278908,1.1865732231468271,0.08130909844524137,1.9691914856474066,0.01933620013841653,2.934514905298013
2024-03-05 00:00:00+00:00,-0.0534509716128733,1.8070739006442889,-0.025762672279691125,1.1687083456689418,-0.05411763827953996,1.7971612884521895,-0.026762672279691122,1.1548173528398917,-0.0662561793261438,1.8387203814468365,-0.03308099988940612,2.837438218040389
