time,trend_only,carry_only,static_50_50,hard_er,soft_er,hard_mom,soft_mom
2024-04-15 00:00:00+00:00,-0.03662297395966837,0.0001113939837213973,-0.018255789987973486,0.0001113939837213973,-0.009072198002126044,0.0001113939837213973,-0.009072198002126044
2024-04-16 00:00:00+00:00,-0.0033393369127394192,0.00017915359844455914,-0.00158009165714743,0.00017915359844455914,-0.0007004690293514355,0.00017915359844455914,-0.0007004690293514355
2024-04-17 00:00:00+00:00,-0.025220291730720323,6.108642902757921e-05,-0.012579602650846372,6.108642902757921e-05,-0.006259258110909396,6.108642902757921e-05,-0.006259258110909396
2024-04-18 00:00:00+00:00,0.03104690836795772,4.1965372958863156e-05,0.015544436870458292,4.1965372958863156e-05,0.007793201121708578,4.1965372958863156e-05,0.007793201121708578
2024-04-19 00:00:00+00:00,0.0015917501846456072,0.00011298100506640374,0.0008523655948560055,0.00011298100506640374,0.0004826732999612046,0.00011298100506640374,0.0004826732999612046
2024-04-20 00:00:00+00:00,0.024701487820975605,8.773645804294183e-05,0.012394612139509273,8.773645804294183e-05,0.0062411742987761075,8.773645804294183e-05,0.0062411742987761075
2024-04-21 00:00:00+00:00,-0.004126133152674096,1.3819209570442581e-05,-0.002056156971551827,1.3819209570442581e-05,-0.001021168880990692,1.3819209570442581e-05,-0.001021168880990692
2024-04-22 00:00:00+00:00,0.02388587218311002,8.139304587495566e-05,0.011983632614492487,8.139304587495566e-05,0.0060325128301837215,8.139304587495566e-05,0.0060325128301837215
2024-04-23 00:00:00+00:00,-0.003462492650564524,5.4834654876989575e-05,-0.0017038289978437671,5.4834654876989575e-05,-0.0008244971714833888,5.4834654876989575e-05,-0.0008244971714833888
2024-04-24 00:00:00+00:00,-0.02257454194072228,0.00014109660457273243,-0.011216722668074774,0.00014109660457273243,-0.005537813031751021,0.00014109660457273243,-0.005537813031751021
2024-04-25 00:00:00+00:00,-0.002638123984274937,0.00018520873963279172,-0.0012264576223210727,0.00018520873963279172,-0.0005206244413441405,0.00018520873963279172,-0.0005206244413441405
2024-04-26 00:00:00+00:00,-0.012841801351745334,0.00014029442498375566,-0.006350753463380789,0.00014029442498375566,-0.003105229519198517,0.00014029442498375566,-0.003105229519198517
2024-04-27 00:00:00+00:00,0.008832529128379776,0.00012199307505977863,0.004477261101719777,0.00012199307505977863,0.002299627088389778,0.00012199307505977863,0.002299627088389778
2024-04-28 00:00:00+00:00,-0.005912529383645323,6.37128137093157e-05,-0.0029244082849680035,6.37128137093157e-05,-0.001430347735629344,6.37128137093157e-05,-0.001430347735629344
2024-04-29 00:00:00+00:00,-0.00013678708516137714,4.091662147809316e-05,-4.793523184164199e-05,4.091662147809316e-05,-3.509305181774413e-06,4.091662147809316e-05,-3.509305181774413e-06
2024-04-30 00:00:00+00:00,-0.039357831509467645,-1.5109332186846736e-05,-0.019686470420827246,-1.5109332186846736e-05,-0.009850789876507046,-1.5109332186846736e-05,-0.009850789876507046
2024-05-01 00:00:00+00:00,0.0016540445091622281,-3.104363176253955e-05,0.0008115004386998443,0.0011540445091622281,0.0009827724739310362,-3.104363176253955e-05,0.0003902284034686524
2024-05-02 00:00:00+00:00,0.007296585954762488,9.023049007916839e-05,0.0036934082224208283,0.007296585954762488,0.005494997088591658,9.023049007916839e-05,0.0018918193562499983
2024-05-03 00:00:00+00:00,0.024984635191017,-8.995912300457931e-05,0.01244733803400621,-0.0005899591230045793,0.005928689455500815,-8.995912300457931e-05,0.006178689455500815
2024-05-04 00:00:00+00:00,0.00685045687961404,9.711764438846693e-05,0.0034737872620012535,9.711764438846693e-05,0.0017854524531948602,9.711764438846693e-05,0.0017854524531948602
2024-05-05 00:00:00+00:00,0.0005862135540986856,0.0002219884119931681,0.00040410098304592684,0.0002219884119931681,0.0003130446975195475,0.0002219884119931681,0.0003130446975195475
2024-05-06 00:00:00+00:00,0.005964063106619427,0.0002236465096576712,0.003093854808138549,0.0002236465096576712,0.0016587506588981102,0.0002236465096576712,0.0016587506588981102
2024-05-07 00:00:00+00:00,-0.011281044735058088,0.00017848323472136052,-0.005551280750168364,0.00017848323472136052,-0.0026863987577235016,0.00017848323472136052,-0.0026863987577235016
2024-05-08 00:00:00+00:00,-0.012938855233016008,0.0001251383461158273,-0.0064068584434500905,0.0001251383461158273,-0.0031408600486671316,0.0001251383461158273,-0.0031408600486671316
2024-05-09 00:00:00+00:00,0.019591652373702525,3.739010040648694e-05,0.009814521237054506,0.019091652373702524,0.014453086805378514,3.739010040648694e-05,0.004925955668730496
2024-05-10 00:00:00+00:00,-0.020211221646056255,0.00017815068882742757,-0.010016535478614414,-0.00032184931117257244,-0.005169192394893493,0.00017815068882742757,-0.004919192394893493
2024-05-11 00:00:00+00:00,-0.0005360463865858217,0.00012170504997444098,-0.00020717066830569037,-0.0010360463865858216,-0.0006216085274457561,0.00012170504997444098,-4.273280916562469e-05
2024-05-12 00:00:00+00:00,0.0008971321922346983,0.00013916063122598743,0.0005181464117303429,-0.0003608393687740126,7.865352147816515e-05,0.00013916063122598743,0.00032865352147816516
2024-05-13 00:00:00+00:00,0.007954074384594808,-2.6009096835477585e-05,0.003964032643879665,-2.6009096835477585e-05,0.0019690117735220937,-2.6009096835477585e-05,0.0019690117735220937
2024-05-14 00:00:00+00:00,-0.012460503064819176,-2.3383723288028513e-05,-0.006241943394053602,-2.3383723288028513e-05,-0.0031326635586708153,-0.012960503064819176,-0.009601223229436389
2024-05-15 00:00:00+00:00,0.031208491526303717,0.00013915855905932695,0.01567382504268152,0.00013915855905932695,0.007906491800870424,-0.00036084144094067306,0.0076564918008704234
2024-05-16 00:00:00+00:00,-0.0056963442408529685,7.456734364108542e-05,-0.0028108884486059416,7.456734364108542e-05,-0.001368160552482428,-0.006196344240852969,-0.004503616344729455
2024-05-17 00:00:00+00:00,0.02063176063947184,0.00019273603593483735,0.010412248337703338,0.00019273603593483735,0.005302492186819088,0.02063176063947184,0.01552200448858759
2024-05-18 00:00:00+00:00,0.004280424447968848,0.00020475251022911145,0.00224258847909898,0.00020475251022911145,0.0012236704946640457,0.004280424447968848,0.0032615064635339143
2024-05-19 00:00:00+00:00,-0.008130548147501662,0.00019473984697371272,-0.003967904150263974,0.00019473984697371272,-0.0018865821516451308,-0.008130548147501662,-0.006049226148882818
2024-05-20 00:00:00+00:00,0.06690541538562561,0.00021506562884843206,0.03356024050723702,0.00021506562884843206,0.016887653068042727,0.06690541538562561,0.050232827946431316
2024-05-21 00:00:00+00:00,-0.012694606718464584,0.0004695362609521414,-0.006112535228756221,0.0004695362609521414,-0.00282149948390204,-0.012694606718464584,-0.009403570973610402
2024-05-22 00:00:00+00:00,-0.009979705955889892,0.00038530562604432994,-0.004797200164922781,0.00038530562604432994,-0.0022059472694392255,-0.009979705955889892,-0.007388453060406336
2024-05-23 00:00:00+00:00,-0.0038748161502745095,0.00041797579109537075,-0.0017284201795895694,0.00041797579109537075,-0.0006552221942470993,-0.0038748161502745095,-0.0028016181649320395
2024-05-24 00:00:00+00:00,-0.014583960078902822,0.0002610668592506471,-0.007161446609826087,0.0002610668592506471,-0.00345018987528772,-0.014583960078902822,-0.010872703344364455
2024-05-25 00:00:00+00:00,0.00561298094930884,0.00032488574822786553,0.0029689333487683527,0.00032488574822786553,0.0016469095484981091,0.00561298094930884,0.004290957149038596
2024-05-26 00:00:00+00:00,-0.005569174452195614,0.0003191948359677621,-0.002624989808113926,0.0003191948359677621,-0.001152897486073082,-0.005569174452195614,-0.00409708213015477
2024-05-27 00:00:00+00:00,0.020141272701704797,0.00037732750453356445,0.01025930010311918,0.00037732750453356445,0.0053183138038263725,0.020141272701704797,0.01520028640241199
2024-05-28 00:00:00+00:00,-0.010085496408867764,0.0003573567566454994,-0.004864069826111132,0.0003573567566454994,-0.0022533565347328164,-0.010085496408867764,-0.0074747831174894475
