ts_ms,coin,funding_rate_quote_per_base,oracle_twap,funding_rate_normalized,annualized_pct
1685898006000,ETH,0.014860166,1901.35734,7.8156e-06,6.846428
1685901607000,ETH,0.015370041,1900.322767,8.0881e-06,7.085194
1685905208000,ETH,0.013483541,1901.869172,7.0896e-06,6.210512
1685908806000,ETH,0.012809625,1903.620772,6.7291e-06,5.894678
1685912404000,ETH,0.013852791,1904.827803,7.2725e-06,6.370678
1685916006000,ETH,0.019060166,1904.455503,1.00082e-05,8.767181
1685919601000,ETH,0.009846,1905.17096,5.168e-06,4.527203
1685923206000,ETH,0.004216541,1898.275025,2.2212e-06,1.945814
1685926807000,ETH,0.001171458,1891.046109,6.195e-07,0.542661
1685930407000,ETH,0.002554541,1885.819292,1.3546e-06,1.186634
1685934005000,ETH,0.0026055,1884.156591,1.3828e-06,1.211374
1685937609000,ETH,-0.0008545,1876.584394,-4.553e-07,-0.398885
1685941206000,ETH,0.002839708,1873.555216,1.5157e-06,1.327735
1685944806000,ETH,0.005691375,1870.820545,3.0422e-06,2.664951
1685948405000,ETH,0.008066333,1870.920492,4.3114e-06,3.776808
1685952007000,ETH,0.006977,1871.998268,3.727e-06,3.264881
1685955605000,ETH,0.008150791,1872.241019,4.3535e-06,3.813661
1685959206000,ETH,0.007945666,1871.543485,4.2455e-06,3.719071
1685962815000,ETH,0.006946333,1869.224381,3.7162e-06,3.255354
1685966401000,ETH,0.006446,1869.129054,3.4487e-06,3.021031
1685970012000,ETH,0.005508958,1867.79522,2.9494e-06,2.583713
1685973602000,ETH,0.005983375,1867.570143,3.2038e-06,2.806554
1685977206000,ETH,0.006034958,1867.912508,3.2309e-06,2.830231
1685980823000,ETH,-0.013174666,1857.321825,-7.0934e-06,-6.21379
1685984402000,ETH,0.029302875,1827.736534,1.60323e-05,14.044321
1685988011000,ETH,0.01535925,1817.945459,8.4487e-06,7.401049
1685991607000,ETH,0.006353083,1812.674785,3.5048e-06,3.070215
1685995211000,ETH,0.004014625,1808.206812,2.2202e-06,1.944917
1685998809000,ETH,0.006287833,1806.839023,3.48e-06,3.048496
1686002407000,ETH,0.004539541,1804.235344,2.516e-06,2.204057
1686006014000,ETH,0.006057208,1806.648023,3.3527e-06,2.936994
1686009605000,ETH,0.005244125,1810.366473,2.8967e-06,2.537527
1686013209000,ETH,0.006315125,1810.997559,3.4871e-06,3.054697
1686016809000,ETH,0.007270791,1808.817851,4.0196e-06,3.521202
1686020417000,ETH,0.00682725,1810.772839,3.7704e-06,3.302828
1686024005000,ETH,0.007421125,1811.880214,4.0958e-06,3.587933
1686027608000,ETH,0.008941333,1813.60283,4.9301e-06,4.318811
1686031206000,ETH,0.011027458,1815.873817,6.0728e-06,5.319782
1686034801000,ETH,0.0110545,1815.422454,6.0892e-06,5.334153
1686038402000,ETH,0.011045791,1815.200123,6.0852e-06,5.330604
1686042011000,ETH,0.016055,1815.764864,8.842e-06,7.745595
1686045610000,ETH,0.0176365,1816.619557,9.7084e-06,8.504573
1686049208000,ETH,0.015761958,1818.69082,8.6667e-06,7.591986
1686052806000,ETH,0.010300291,1816.691481,5.6698e-06,4.966751
1686056406000,ETH,0.00496775,1811.68143,2.7421e-06,2.40205
1686060008000,ETH,-0.001155583,1810.479289,-6.383e-07,-0.559129
1686063600000,ETH,-0.003858833,1825.113235,-2.1143e-06,-1.852125
1686067212000,ETH,0.011612333,1834.826102,6.3288e-06,5.54407
1686070815000,ETH,0.013828875,1844.095248,7.499e-06,6.569126
1686074406000,ETH,0.012321125,1862.448857,6.6156e-06,5.795222
1686078028000,ETH,0.014530041,1870.863146,7.7665e-06,6.803446
1686081600000,ETH,0.044135625,1878.255027,2.34982e-05,20.584429
1686085214000,ETH,0.035707458,1880.553599,1.89877e-05,16.633258
1686088801000,ETH,0.031910125,1879.576274,1.69773e-05,14.872112
1686092406000,ETH,0.030140833,1880.568375,1.60275e-05,14.040101
1686096006000,ETH,0.031801541,1882.285553,1.68952e-05,14.800172
1686099604000,ETH,0.034431791,1885.50901,1.82613e-05,15.996873
1686103207000,ETH,0.040256375,1882.698797,2.13823e-05,18.730869
1686106811000,ETH,0.042722416,1879.5318,2.27304e-05,19.911787
1686110405000,ETH,0.0406645,1877.762933,2.16558e-05,18.9705
1686114000000,ETH,0.036014541,1878.639548,1.91705e-05,16.793396
1686117604000,ETH,0.03471375,1879.702754,1.84677e-05,16.177688
1686121205000,ETH,0.038437125,1880.226723,2.04428e-05,17.907905
1686124803000,ETH,0.039820041,1878.62279,2.11964e-05,18.568047
1686128405000,ETH,0.04540475,1876.446409,2.41972e-05,21.196748
1686132002000,ETH,0.047212916,1869.847262,2.52496e-05,22.118659
1686135607000,ETH,0.052303708,1861.168849,2.81026e-05,24.617889
1686139207000,ETH,0.040537416,1864.688059,2.17395e-05,19.043816
1686142812000,ETH,0.038772375,1865.685433,2.07818e-05,18.204891
1686146405000,ETH,0.036513916,1864.525548,1.95835e-05,17.155137
1686150011000,ETH,-0.004476083,1855.405071,-2.4125e-06,-2.113311
1686153605000,ETH,-0.011408958,1848.51266,-6.172e-06,-5.406643
1686157203000,ETH,-0.00436625,1843.767881,-2.3681e-06,-2.074467
1686160805000,ETH,-0.000920416,1844.775285,-4.989e-07,-0.437064
1686164405000,ETH,-0.005632541,1848.275185,-3.0475e-06,-2.669573
1686168007000,ETH,-0.000237041,1849.415492,-1.282e-07,-0.112278
1686171605000,ETH,0.002227375,1845.464374,1.2069e-06,1.057284
1686175207000,ETH,0.003034375,1840.758271,1.6484e-06,1.444031
1686178801000,ETH,0.00752125,1833.665284,4.1018e-06,3.593139
1686182400000,ETH,0.007551625,1832.372534,4.1212e-06,3.610196
1686186006000,ETH,0.006103875,1833.981329,3.3282e-06,2.915512
1686189605000,ETH,0.004315041,1836.835778,2.3492e-06,2.057874
1686193206000,ETH,0.006663541,1838.418111,3.6246e-06,3.175155
1686196807000,ETH,0.005289083,1835.571139,2.8814e-06,2.524139
1686200407000,ETH,0.007000958,1837.204698,3.8107e-06,3.338136
1686204004000,ETH,0.008153333,1838.147177,4.4356e-06,3.885608
1686207604000,ETH,0.013059875,1838.373033,7.104e-06,6.223139
1686211219000,ETH,0.016383875,1840.627976,8.9012e-06,7.797488
1686214811000,ETH,0.017699333,1841.322278,9.6123e-06,8.42037
1686218400000,ETH,0.017461875,1840.398777,9.4881e-06,8.31157
1686222008000,ETH,0.018630375,1840.841963,1.01206e-05,8.865622
1686225609000,ETH,0.019192,1843.332434,1.04116e-05,9.120543
1686229207000,ETH,0.020163166,1845.857615,1.09235e-05,9.568958
1686232808000,ETH,0.0195125,1845.426063,1.05734e-05,9.262333
1686236408000,ETH,0.0175225,1850.610254,9.4685e-06,8.294404
1686240006000,ETH,0.018857458,1854.237134,1.01699e-05,8.908857
1686243609000,ETH,0.018942916,1851.483546,1.02312e-05,8.96254
1686247207000,ETH,0.017113458,1847.479796,9.2631e-06,8.114508
1686250807000,ETH,0.018451416,1846.260746,9.9939e-06,8.75469
1686254408000,ETH,0.0216635,1846.69354,1.1731e-05,10.276327
1686258006000,ETH,0.023220541,1849.377218,1.25559e-05,10.998943
1686261606000,ETH,0.019756,1850.826016,1.06742e-05,9.350558
1686265205000,ETH,0.018554208,1851.193155,1.00228e-05,8.780006
1686268812000,ETH,0.022086166,1849.063331,1.19445e-05,10.463396
1686272403000,ETH,0.02161425,1846.779647,1.17038e-05,10.252486
1686276006000,ETH,0.020615791,1846.487936,1.11649e-05,9.780423
1686279605000,ETH,0.017741958,1840.214027,9.6412e-06,8.445732
1686283208000,ETH,0.017272541,1837.704094,9.399e-06,8.233505
1686286808000,ETH,0.016304041,1838.082912,8.8701e-06,7.770237
1686290404000,ETH,0.016618875,1838.389099,9.0399e-06,7.918963
1686294007000,ETH,0.01875225,1839.188133,1.01959e-05,8.931643
