time,coin,position_delta,new_position
2024-09-22 10:00:00+00:00,BTC,1.0,1.0
2024-09-22 17:00:00+00:00,BTC,-1.0,0.0
2024-09-22 22:00:00+00:00,BTC,-1.0,-1.0
2024-09-23 12:00:00+00:00,BTC,1.0,0.0
2024-09-24 19:00:00+00:00,BTC,-1.0,-1.0
2024-09-25 06:00:00+00:00,BTC,1.0,0.0
2024-09-26 15:00:00+00:00,BTC,-1.0,-1.0
2024-09-28 08:00:00+00:00,BTC,1.0,0.0
2024-09-30 01:00:00+00:00,BTC,1.0,1.0
2024-10-03 03:00:00+00:00,BTC,-1.0,0.0
2024-10-04 12:00:00+00:00,BTC,-1.0,-1.0
2024-10-05 16:00:00+00:00,BTC,1.0,0.0
2024-10-06 14:00:00+00:00,BTC,-1.0,-1.0
2024-10-07 18:00:00+00:00,BTC,1.0,0.0
2024-10-09 18:00:00+00:00,BTC,1.0,1.0
2024-10-11 04:00:00+00:00,BTC,-1.0,0.0
2024-10-11 15:00:00+00:00,BTC,-1.0,-1.0
2024-10-13 03:00:00+00:00,BTC,1.0,0.0
2024-10-13 14:00:00+00:00,BTC,1.0,1.0
2024-10-13 19:00:00+00:00,BTC,-1.0,0.0
2024-10-14 03:00:00+00:00,BTC,-1.0,-1.0
2024-10-15 14:00:00+00:00,BTC,1.0,0.0
2024-10-16 11:00:00+00:00,BTC,-1.0,-1.0
2024-10-17 04:00:00+00:00,BTC,1.0,0.0
2024-10-18 01:00:00+00:00,BTC,-1.0,-1.0
2024-10-18 03:00:00+00:00,BTC,1.0,0.0
2024-10-18 14:00:00+00:00,BTC,-1.0,-1.0
2024-10-19 11:00:00+00:00,BTC,1.0,0.0
2024-10-20 20:00:00+00:00,BTC,-1.0,-1.0
2024-10-21 07:00:00+00:00,BTC,1.0,0.0
2024-10-21 13:00:00+00:00,BTC,1.0,1.0
2024-10-22 20:00:00+00:00,BTC,-1.0,0.0
2024-10-23 08:00:00+00:00,BTC,1.0,1.0
2024-10-24 03:00:00+00:00,BTC,-1.0,0.0
2024-10-24 19:00:00+00:00,BTC,-1.0,-1.0
2024-10-25 07:00:00+00:00,BTC,1.0,0.0
2024-10-27 14:00:00+00:00,BTC,-1.0,-1.0
2024-10-30 12:00:00+00:00,BTC,1.0,0.0
2024-10-31 13:00:00+00:00,BTC,1.0,1.0
2024-11-01 13:00:00+00:00,BTC,-1.0,0.0
2024-11-03 02:00:00+00:00,BTC,1.0,1.0
2024-11-03 20:00:00+00:00,BTC,-1.0,0.0
2024-11-04 16:00:00+00:00,BTC,1.0,1.0
2024-11-05 03:00:00+00:00,BTC,-1.0,0.0
2024-11-05 14:00:00+00:00,BTC,-1.0,-1.0
2024-11-05 19:00:00+00:00,BTC,1.0,0.0
2024-11-06 00:00:00+00:00,BTC,-1.0,-1.0
2024-11-08 14:00:00+00:00,BTC,1.0,0.0
2024-11-10 02:00:00+00:00,BTC,-1.0,-1.0
2024-11-13 03:00:00+00:00,BTC,1.0,0.0
2024-11-13 14:00:00+00:00,BTC,-1.0,-1.0
2024-11-13 21:00:00+00:00,BTC,1.0,0.0
2024-11-17 18:00:00+00:00,BTC,1.0,1.0
2024-11-18 01:00:00+00:00,BTC,-1.0,0.0
2024-11-18 06:00:00+00:00,BTC,-1.0,-1.0
2024-11-18 12:00:00+00:00,BTC,1.0,0.0
2024-11-18 15:00:00+00:00,BTC,-1.0,-1.0
2024-11-18 18:00:00+00:00,BTC,1.0,0.0
2024-11-19 18:00:00+00:00,BTC,-1.0,-1.0
2024-11-19 22:00:00+00:00,BTC,1.0,0.0
2024-11-20 13:00:00+00:00,BTC,-1.0,-1.0
2024-11-22 13:00:00+00:00,BTC,1.0,0.0
2024-11-23 16:00:00+00:00,BTC,1.0,1.0
2024-11-24 02:00:00+00:00,BTC,-1.0,0.0
2024-11-24 11:00:00+00:00,BTC,1.0,1.0
2024-11-24 22:00:00+00:00,BTC,-1.0,0.0
2024-11-25 14:00:00+00:00,BTC,1.0,1.0
2024-11-27 07:00:00+00:00,BTC,-1.0,0.0
2024-11-27 17:00:00+00:00,BTC,-1.0,-1.0
2024-11-28 15:00:00+00:00,BTC,1.0,0.0
2024-11-29 11:00:00+00:00,BTC,-1.0,-1.0
2024-11-30 01:00:00+00:00,BTC,1.0,0.0
2024-12-01 21:00:00+00:00,BTC,-1.0,-1.0
2024-12-02 04:00:00+00:00,BTC,1.0,0.0
2024-12-02 08:00:00+00:00,BTC,1.0,1.0
2024-12-02 14:00:00+00:00,BTC,-1.0,0.0
2024-12-02 17:00:00+00:00,BTC,1.0,1.0
2024-12-03 02:00:00+00:00,BTC,-1.0,0.0
2024-12-03 13:00:00+00:00,BTC,1.0,1.0
2024-12-03 15:00:00+00:00,BTC,-1.0,0.0
2024-12-04 19:00:00+00:00,BTC,-1.0,-1.0
2024-12-05 19:00:00+00:00,BTC,1.0,0.0
2024-12-08 23:00:00+00:00,BTC,-1.0,-1.0
2024-12-09 00:00:00+00:00,BTC,1.0,0.0
2024-12-09 09:00:00+00:00,BTC,1.0,1.0
2024-12-10 14:00:00+00:00,BTC,-1.0,0.0
2024-12-10 15:00:00+00:00,BTC,1.0,1.0
2024-12-11 02:00:00+00:00,BTC,-1.0,0.0
2024-12-11 14:00:00+00:00,BTC,-1.0,-1.0
2024-12-12 19:00:00+00:00,BTC,1.0,0.0
2024-12-14 01:00:00+00:00,BTC,-1.0,-1.0
2024-12-14 12:00:00+00:00,BTC,1.0,0.0
2024-12-15 11:00:00+00:00,BTC,-1.0,-1.0
2024-12-17 19:00:00+00:00,BTC,1.0,0.0
2024-12-18 04:00:00+00:00,BTC,1.0,1.0
2024-12-20 22:00:00+00:00,BTC,-1.0,0.0
2024-12-22 14:00:00+00:00,BTC,1.0,1.0
2024-12-23 09:00:00+00:00,BTC,-1.0,0.0
2024-12-23 15:00:00+00:00,BTC,1.0,1.0
2024-12-23 22:00:00+00:00,BTC,-1.0,0.0
2024-12-24 14:00:00+00:00,BTC,-1.0,-1.0
2024-12-26 04:00:00+00:00,BTC,1.0,0.0
2024-12-26 09:00:00+00:00,BTC,1.0,1.0
2024-12-27 06:00:00+00:00,BTC,-1.0,0.0
2024-12-29 16:00:00+00:00,BTC,1.0,1.0
2024-12-30 17:00:00+00:00,BTC,-1.0,0.0
2024-12-30 21:00:00+00:00,BTC,1.0,1.0
2024-12-31 08:00:00+00:00,BTC,-1.0,0.0
2024-12-31 13:00:00+00:00,BTC,-1.0,-1.0
2024-12-31 18:00:00+00:00,BTC,1.0,0.0
2025-01-02 04:00:00+00:00,BTC,-1.0,-1.0
2025-01-03 07:00:00+00:00,BTC,1.0,0.0
2025-01-03 18:00:00+00:00,BTC,-1.0,-1.0
2025-01-04 15:00:00+00:00,BTC,1.0,0.0
2025-01-05 22:00:00+00:00,BTC,-1.0,-1.0
2025-01-07 11:00:00+00:00,BTC,1.0,0.0
2025-01-07 18:00:00+00:00,BTC,1.0,1.0
2025-01-10 03:00:00+00:00,BTC,-1.0,0.0
2025-01-10 17:00:00+00:00,BTC,-1.0,-1.0
2025-01-11 03:00:00+00:00,BTC,1.0,0.0
2025-01-12 17:00:00+00:00,BTC,-1.0,-1.0
2025-01-12 21:00:00+00:00,BTC,1.0,0.0
2025-01-13 00:00:00+00:00,BTC,-1.0,-1.0
2025-01-13 04:00:00+00:00,BTC,1.0,0.0
2025-01-13 06:00:00+00:00,BTC,1.0,1.0
2025-01-13 20:00:00+00:00,BTC,-1.0,0.0
2025-01-14 09:00:00+00:00,BTC,-1.0,-1.0
2025-01-16 14:00:00+00:00,BTC,1.0,0.0
2025-01-17 01:00:00+00:00,BTC,-1.0,-1.0
2025-01-18 07:00:00+00:00,BTC,1.0,0.0
2025-01-19 19:00:00+00:00,BTC,-1.0,-1.0
2025-01-20 15:00:00+00:00,BTC,1.0,0.0
2025-01-23 09:00:00+00:00,BTC,1.0,1.0
2025-01-23 19:00:00+00:00,BTC,-1.0,0.0
2025-01-26 23:00:00+00:00,BTC,1.0,1.0
2025-01-27 22:00:00+00:00,BTC,-1.0,0.0
2025-01-29 19:00:00+00:00,BTC,-1.0,-1.0
2025-01-31 02:00:00+00:00,BTC,1.0,0.0
2025-01-31 18:00:00+00:00,BTC,1.0,1.0
2025-02-03 15:00:00+00:00,BTC,-1.0,0.0
2025-02-06 18:00:00+00:00,BTC,1.0,1.0
2025-02-07 01:00:00+00:00,BTC,-1.0,0.0
2025-02-07 14:00:00+00:00,BTC,-1.0,-1.0
2025-02-07 16:00:00+00:00,BTC,1.0,0.0
2025-02-07 20:00:00+00:00,BTC,1.0,1.0
2025-02-08 18:00:00+00:00,BTC,-1.0,0.0
2025-02-09 21:00:00+00:00,BTC,1.0,1.0
2025-02-09 23:00:00+00:00,BTC,-1.0,0.0
2025-02-10 08:00:00+00:00,BTC,-1.0,-1.0
2025-02-11 14:00:00+00:00,BTC,1.0,0.0
2025-02-11 18:00:00+00:00,BTC,1.0,1.0
2025-02-12 16:00:00+00:00,BTC,-1.0,0.0
2025-02-14 17:00:00+00:00,BTC,-1.0,-1.0
2025-02-15 17:00:00+00:00,BTC,1.0,0.0
2025-02-16 13:00:00+00:00,BTC,1.0,1.0
2025-02-17 14:00:00+00:00,BTC,-1.0,0.0
2025-02-17 15:00:00+00:00,BTC,1.0,1.0
2025-02-17 21:00:00+00:00,BTC,-1.0,0.0
2025-02-18 16:00:00+00:00,BTC,1.0,1.0
2025-02-18 23:00:00+00:00,BTC,-1.0,0.0
2025-02-20 18:00:00+00:00,BTC,-1.0,-1.0
2025-02-22 21:00:00+00:00,BTC,1.0,0.0
2025-02-23 16:00:00+00:00,BTC,1.0,1.0
2025-02-23 23:00:00+00:00,BTC,-1.0,0.0
2025-02-24 03:00:00+00:00,BTC,1.0,1.0
2025-02-26 10:00:00+00:00,BTC,-1.0,0.0
2025-02-26 18:00:00+00:00,BTC,1.0,1.0
2025-02-27 10:00:00+00:00,BTC,-1.0,0.0
2025-02-28 01:00:00+00:00,BTC,1.0,1.0
2025-02-28 15:00:00+00:00,BTC,-1.0,0.0
2025-03-02 15:00:00+00:00,BTC,-1.0,-1.0
2025-03-03 14:00:00+00:00,BTC,1.0,0.0
2025-03-07 00:00:00+00:00,BTC,1.0,1.0
2025-03-07 10:00:00+00:00,BTC,-1.0,0.0
2025-03-09 13:00:00+00:00,BTC,1.0,1.0
2025-03-10 11:00:00+00:00,BTC,-1.0,0.0
2025-03-10 14:00:00+00:00,BTC,1.0,1.0
2025-03-11 08:00:00+00:00,BTC,-1.0,0.0
2025-03-13 15:00:00+00:00,BTC,1.0,1.0
2025-03-14 02:00:00+00:00,BTC,-1.0,0.0
2025-03-14 15:00:00+00:00,BTC,-1.0,-1.0
2025-03-16 01:00:00+00:00,BTC,1.0,0.0
2025-03-16 11:00:00+00:00,BTC,1.0,1.0
2025-03-16 17:00:00+00:00,BTC,-1.0,0.0
2025-03-16 21:00:00+00:00,BTC,1.0,1.0
2025-03-17 03:00:00+00:00,BTC,-1.0,0.0
2025-03-18 13:00:00+00:00,BTC,1.0,1.0
2025-03-18 23:00:00+00:00,BTC,-1.0,0.0
2025-03-19 18:00:00+00:00,BTC,-1.0,-1.0
2025-03-20 15:00:00+00:00,BTC,1.0,0.0
2025-03-23 11:00:00+00:00,BTC,-1.0,-1.0
2025-03-25 02:00:00+00:00,BTC,1.0,0.0
2025-03-26 18:00:00+00:00,BTC,1.0,1.0
2025-03-26 20:00:00+00:00,BTC,-1.0,0.0
2025-03-28 05:00:00+00:00,BTC,1.0,1.0
2025-03-30 02:00:00+00:00,BTC,-1.0,0.0
2025-03-31 00:00:00+00:00,BTC,1.0,1.0
2025-03-31 12:00:00+00:00,BTC,-1.0,0.0
2025-04-01 08:00:00+00:00,BTC,-1.0,-1.0
2025-04-02 05:00:00+00:00,BTC,1.0,0.0
2025-04-02 15:00:00+00:00,BTC,-1.0,-1.0
2025-04-02 21:00:00+00:00,BTC,1.0,0.0
2025-04-03 12:00:00+00:00,BTC,1.0,1.0
2025-04-03 23:00:00+00:00,BTC,-1.0,0.0
2025-04-06 13:00:00+00:00,BTC,1.0,1.0
2025-04-07 17:00:00+00:00,BTC,-1.0,0.0
2025-04-09 17:00:00+00:00,BTC,-1.0,-1.0
2025-04-10 15:00:00+00:00,BTC,1.0,0.0
2025-04-15 08:00:00+00:00,BTC,-1.0,-1.0
2025-04-15 15:00:00+00:00,BTC,1.0,0.0
2025-04-15 23:00:00+00:00,BTC,1.0,1.0
2025-04-16 14:00:00+00:00,BTC,-1.0,0.0
2025-04-17 17:00:00+00:00,BTC,-1.0,-1.0
2025-04-18 07:00:00+00:00,BTC,1.0,0.0
2025-04-19 07:00:00+00:00,BTC,-1.0,-1.0
2025-04-19 16:00:00+00:00,BTC,1.0,0.0
2025-04-20 10:00:00+00:00,BTC,1.0,1.0
2025-04-20 21:00:00+00:00,BTC,-1.0,0.0
2025-04-21 00:00:00+00:00,BTC,-1.0,-1.0
2025-04-24 03:00:00+00:00,BTC,1.0,0.0
2025-04-25 11:00:00+00:00,BTC,-1.0,-1.0
2025-04-26 08:00:00+00:00,BTC,1.0,0.0
2025-04-28 00:00:00+00:00,BTC,1.0,1.0
2025-04-28 04:00:00+00:00,BTC,-1.0,0.0
2025-04-28 10:00:00+00:00,BTC,-1.0,-1.0
2025-04-28 14:00:00+00:00,BTC,1.0,0.0
2025-04-30 13:00:00+00:00,BTC,1.0,1.0
2025-04-30 20:00:00+00:00,BTC,-1.0,0.0
2025-05-01 10:00:00+00:00,BTC,-1.0,-1.0
2025-05-02 21:00:00+00:00,BTC,1.0,0.0
2025-05-03 10:00:00+00:00,BTC,1.0,1.0
2025-05-05 21:00:00+00:00,BTC,-1.0,0.0
2025-05-06 22:00:00+00:00,BTC,-1.0,-1.0
2025-05-10 15:00:00+00:00,BTC,1.0,0.0
2025-05-10 23:00:00+00:00,BTC,-1.0,-1.0
2025-05-11 07:00:00+00:00,BTC,1.0,0.0
2025-05-11 10:00:00+00:00,BTC,-1.0,-1.0
2025-05-11 22:00:00+00:00,BTC,1.0,0.0
2025-05-12 14:00:00+00:00,BTC,1.0,1.0
2025-05-13 09:00:00+00:00,BTC,-1.0,0.0
2025-05-15 05:00:00+00:00,BTC,1.0,1.0
2025-05-15 15:00:00+00:00,BTC,-1.0,0.0
2025-05-18 13:00:00+00:00,BTC,-1.0,-1.0
2025-05-18 19:00:00+00:00,BTC,1.0,0.0
2025-05-18 22:00:00+00:00,BTC,-1.0,-1.0
2025-05-19 03:00:00+00:00,BTC,1.0,0.0
2025-05-21 14:00:00+00:00,BTC,-1.0,-1.0
2025-05-21 17:00:00+00:00,BTC,1.0,0.0
2025-05-21 19:00:00+00:00,BTC,-1.0,-1.0
2025-05-23 06:00:00+00:00,BTC,1.0,0.0
2025-05-23 20:00:00+00:00,BTC,1.0,1.0
2025-05-24 10:00:00+00:00,BTC,-1.0,0.0
2025-05-25 10:00:00+00:00,BTC,1.0,1.0
2025-05-25 19:00:00+00:00,BTC,-1.0,0.0
2025-05-26 00:00:00+00:00,BTC,-1.0,-1.0
2025-05-27 00:00:00+00:00,BTC,1.0,0.0
2025-05-28 13:00:00+00:00,BTC,1.0,1.0
2025-05-29 02:00:00+00:00,BTC,-1.0,0.0
2025-05-29 17:00:00+00:00,BTC,1.0,1.0
2025-05-31 14:00:00+00:00,BTC,-1.0,0.0
2025-06-01 21:00:00+00:00,BTC,-1.0,-1.0
2025-06-02 04:00:00+00:00,BTC,1.0,0.0
2025-06-02 22:00:00+00:00,BTC,-1.0,-1.0
2025-06-03 07:00:00+00:00,BTC,1.0,0.0
2025-06-03 14:00:00+00:00,BTC,-1.0,-1.0
2025-06-03 21:00:00+00:00,BTC,1.0,0.0
2025-06-05 16:00:00+00:00,BTC,1.0,1.0
2025-06-06 08:00:00+00:00,BTC,-1.0,0.0
2025-06-09 09:00:00+00:00,BTC,-1.0,-1.0
2025-06-10 17:00:00+00:00,BTC,1.0,0.0
2025-06-11 21:00:00+00:00,BTC,1.0,1.0
2025-06-13 16:00:00+00:00,BTC,-1.0,0.0
2025-06-15 05:00:00+00:00,BTC,-1.0,-1.0
2025-06-15 08:00:00+00:00,BTC,1.0,0.0
2025-06-16 04:00:00+00:00,BTC,-1.0,-1.0
2025-06-17 06:00:00+00:00,BTC,1.0,0.0
2025-06-17 15:00:00+00:00,BTC,1.0,1.0
2025-06-18 20:00:00+00:00,BTC,-1.0,0.0
2025-06-20 07:00:00+00:00,BTC,-1.0,-1.0
2025-06-21 11:00:00+00:00,BTC,1.0,0.0
2025-06-21 21:00:00+00:00,BTC,1.0,1.0
2025-06-23 05:00:00+00:00,BTC,-1.0,0.0
2025-06-23 22:00:00+00:00,BTC,-1.0,-1.0
2025-06-26 12:00:00+00:00,BTC,1.0,0.0
2025-06-27 12:00:00+00:00,BTC,1.0,1.0
2025-06-27 15:00:00+00:00,BTC,-1.0,0.0
2025-06-29 08:00:00+00:00,BTC,-1.0,-1.0
2025-06-29 17:00:00+00:00,BTC,1.0,0.0
2025-06-29 23:00:00+00:00,BTC,-1.0,-1.0
2025-06-30 06:00:00+00:00,BTC,1.0,0.0
2025-07-01 14:00:00+00:00,BTC,1.0,1.0
2025-07-02 05:00:00+00:00,BTC,-1.0,0.0
2025-07-02 15:00:00+00:00,BTC,-1.0,-1.0
2025-07-04 02:00:00+00:00,BTC,1.0,0.0
2025-07-04 13:00:00+00:00,BTC,1.0,1.0
2025-07-05 19:00:00+00:00,BTC,-1.0,0.0
2025-07-06 13:00:00+00:00,BTC,-1.0,-1.0
2025-07-07 10:00:00+00:00,BTC,1.0,0.0
2025-07-09 12:00:00+00:00,BTC,-1.0,-1.0
2025-07-12 12:00:00+00:00,BTC,1.0,0.0
2025-07-13 12:00:00+00:00,BTC,-1.0,-1.0
2025-07-14 15:00:00+00:00,BTC,1.0,0.0
2025-07-17 21:00:00+00:00,BTC,-1.0,-1.0
2025-07-18 07:00:00+00:00,BTC,1.0,0.0
2025-07-20 15:00:00+00:00,BTC,-1.0,-1.0
2025-07-20 17:00:00+00:00,BTC,1.0,0.0
2025-07-20 22:00:00+00:00,BTC,1.0,1.0
2025-07-21 11:00:00+00:00,BTC,-1.0,0.0
2025-07-21 18:00:00+00:00,BTC,1.0,1.0
2025-07-22 01:00:00+00:00,BTC,-1.0,0.0
2025-07-22 04:00:00+00:00,BTC,1.0,1.0
2025-07-22 06:00:00+00:00,BTC,-1.0,0.0
2025-07-22 18:00:00+00:00,BTC,-1.0,-1.0
2025-07-23 03:00:00+00:00,BTC,1.0,0.0
2025-07-25 01:00:00+00:00,BTC,1.0,1.0
2025-07-25 20:00:00+00:00,BTC,-1.0,0.0
2025-07-27 16:00:00+00:00,BTC,-1.0,-1.0
2025-07-28 10:00:00+00:00,BTC,1.0,0.0
2025-07-29 15:00:00+00:00,BTC,1.0,1.0
2025-07-30 03:00:00+00:00,BTC,-1.0,0.0
2025-07-30 18:00:00+00:00,BTC,1.0,1.0
2025-07-30 23:00:00+00:00,BTC,-1.0,0.0
2025-07-31 19:00:00+00:00,BTC,1.0,1.0
2025-08-03 02:00:00+00:00,BTC,-1.0,0.0
2025-08-04 00:00:00+00:00,BTC,-1.0,-1.0
2025-08-05 03:00:00+00:00,BTC,1.0,0.0
2025-08-05 14:00:00+00:00,BTC,1.0,1.0
2025-08-05 23:00:00+00:00,BTC,-1.0,0.0
2025-08-07 10:00:00+00:00,BTC,-1.0,-1.0
2025-08-08 14:00:00+00:00,BTC,1.0,0.0
2025-08-09 09:00:00+00:00,BTC,-1.0,-1.0
2025-08-09 15:00:00+00:00,BTC,1.0,0.0
2025-08-10 02:00:00+00:00,BTC,-1.0,-1.0
2025-08-11 17:00:00+00:00,BTC,1.0,0.0
2025-08-13 11:00:00+00:00,BTC,-1.0,-1.0
2025-08-14 10:00:00+00:00,BTC,1.0,0.0
2025-08-17 13:00:00+00:00,BTC,-1.0,-1.0
2025-08-17 16:00:00+00:00,BTC,1.0,0.0
2025-08-18 01:00:00+00:00,BTC,1.0,1.0
2025-08-18 17:00:00+00:00,BTC,-1.0,0.0
2025-08-19 14:00:00+00:00,BTC,1.0,1.0
2025-08-20 17:00:00+00:00,BTC,-1.0,0.0
2025-08-21 16:00:00+00:00,BTC,1.0,1.0
2025-08-22 02:00:00+00:00,BTC,-1.0,0.0
2025-08-22 14:00:00+00:00,BTC,-1.0,-1.0
2025-08-23 12:00:00+00:00,BTC,1.0,0.0
2025-08-24 19:00:00+00:00,BTC,1.0,1.0
2025-08-26 18:00:00+00:00,BTC,-1.0,0.0
2025-08-28 04:00:00+00:00,BTC,-1.0,-1.0
2025-08-28 19:00:00+00:00,BTC,1.0,0.0
2025-08-29 07:00:00+00:00,BTC,1.0,1.0
2025-08-30 17:00:00+00:00,BTC,-1.0,0.0
2025-09-01 02:00:00+00:00,BTC,1.0,1.0
2025-09-01 10:00:00+00:00,BTC,-1.0,0.0
2025-09-02 02:00:00+00:00,BTC,-1.0,-1.0
2025-09-02 12:00:00+00:00,BTC,1.0,0.0
2025-09-02 13:00:00+00:00,BTC,-1.0,-1.0
2025-09-04 02:00:00+00:00,BTC,1.0,0.0
2025-09-04 14:00:00+00:00,BTC,1.0,1.0
2025-09-04 23:00:00+00:00,BTC,-1.0,0.0
2025-09-05 07:00:00+00:00,BTC,-1.0,-1.0
2025-09-05 16:00:00+00:00,BTC,1.0,0.0
2025-09-08 08:00:00+00:00,BTC,-1.0,-1.0
2025-09-09 00:00:00+00:00,BTC,1.0,0.0
2025-09-09 06:00:00+00:00,BTC,-1.0,-1.0
2025-09-09 14:00:00+00:00,BTC,1.0,0.0
2025-09-10 12:00:00+00:00,BTC,-1.0,-1.0
2025-09-13 15:00:00+00:00,BTC,1.0,0.0
2025-09-14 15:00:00+00:00,BTC,1.0,1.0
2025-09-14 20:00:00+00:00,BTC,-1.0,0.0
2025-09-14 23:00:00+00:00,BTC,1.0,1.0
2025-09-15 07:00:00+00:00,BTC,-1.0,0.0
2025-09-15 08:00:00+00:00,BTC,1.0,1.0
2025-09-15 18:00:00+00:00,BTC,-1.0,0.0
2025-09-16 17:00:00+00:00,BTC,-1.0,-1.0
2025-09-17 12:00:00+00:00,BTC,1.0,0.0
2025-09-18 03:00:00+00:00,BTC,-1.0,-1.0
2025-09-18 22:00:00+00:00,BTC,1.0,0.0
2025-09-19 17:00:00+00:00,BTC,1.0,1.0
2025-09-20 14:00:00+00:00,BTC,-1.0,0.0
2025-09-21 20:00:00+00:00,BTC,1.0,1.0
2025-09-23 08:00:00+00:00,BTC,-1.0,0.0
2025-09-24 14:00:00+00:00,BTC,-1.0,-1.0
2025-09-25 01:00:00+00:00,BTC,1.0,0.0
2025-09-25 17:00:00+00:00,BTC,1.0,1.0
2025-09-26 23:00:00+00:00,BTC,-1.0,0.0
2025-09-28 14:00:00+00:00,BTC,-1.0,-1.0
2025-09-30 09:00:00+00:00,BTC,1.0,0.0
2025-10-01 08:00:00+00:00,BTC,-1.0,-1.0
2025-10-04 15:00:00+00:00,BTC,1.0,0.0
2025-10-05 02:00:00+00:00,BTC,-1.0,-1.0
2025-10-05 14:00:00+00:00,BTC,1.0,0.0
2025-10-06 18:00:00+00:00,BTC,-1.0,-1.0
2025-10-07 02:00:00+00:00,BTC,1.0,0.0
2025-10-07 15:00:00+00:00,BTC,1.0,1.0
2025-10-08 10:00:00+00:00,BTC,-1.0,0.0
2025-10-09 16:00:00+00:00,BTC,1.0,1.0
2025-10-10 00:00:00+00:00,BTC,-1.0,0.0
2025-10-10 15:00:00+00:00,BTC,1.0,1.0
2025-10-12 09:00:00+00:00,BTC,-1.0,0.0
2025-10-12 19:00:00+00:00,BTC,-1.0,-1.0
2025-10-14 01:00:00+00:00,BTC,1.0,0.0
2025-10-14 09:00:00+00:00,BTC,1.0,1.0
2025-10-14 21:00:00+00:00,BTC,-1.0,0.0
2025-10-16 15:00:00+00:00,BTC,1.0,1.0
2025-10-18 03:00:00+00:00,BTC,-1.0,0.0
2025-10-19 10:00:00+00:00,BTC,-1.0,-1.0
2025-10-21 01:00:00+00:00,BTC,1.0,0.0
2025-10-21 15:00:00+00:00,BTC,-1.0,-1.0
2025-10-21 20:00:00+00:00,BTC,1.0,0.0
2025-10-23 17:00:00+00:00,BTC,-1.0,-1.0
2025-10-24 14:00:00+00:00,BTC,1.0,0.0
2025-10-26 09:00:00+00:00,BTC,-1.0,-1.0
2025-10-27 20:00:00+00:00,BTC,1.0,0.0
2025-10-28 20:00:00+00:00,BTC,1.0,1.0
2025-10-31 01:00:00+00:00,BTC,-1.0,0.0
2025-11-02 07:00:00+00:00,BTC,-1.0,-1.0
2025-11-02 15:00:00+00:00,BTC,1.0,0.0
2025-11-03 02:00:00+00:00,BTC,1.0,1.0
2025-11-05 13:00:00+00:00,BTC,-1.0,0.0
2025-11-07 12:00:00+00:00,BTC,1.0,1.0
2025-11-07 17:00:00+00:00,BTC,-1.0,0.0
2025-11-09 15:00:00+00:00,BTC,-1.0,-1.0
2025-11-11 05:00:00+00:00,BTC,1.0,0.0
2025-11-11 15:00:00+00:00,BTC,1.0,1.0
2025-11-12 08:00:00+00:00,BTC,-1.0,0.0
2025-11-12 16:00:00+00:00,BTC,1.0,1.0
2025-11-13 05:00:00+00:00,BTC,-1.0,0.0
2025-11-13 16:00:00+00:00,BTC,1.0,1.0
2025-11-15 13:00:00+00:00,BTC,-1.0,0.0
2025-11-16 15:00:00+00:00,BTC,1.0,1.0
2025-11-17 00:00:00+00:00,BTC,-1.0,0.0
2025-11-17 17:00:00+00:00,BTC,1.0,1.0
2025-11-18 15:00:00+00:00,BTC,-1.0,0.0
2025-11-19 17:00:00+00:00,BTC,1.0,1.0
2025-11-19 23:00:00+00:00,BTC,-1.0,0.0
2025-11-20 16:00:00+00:00,BTC,1.0,1.0
2025-11-22 14:00:00+00:00,BTC,-1.0,0.0
2025-11-23 03:00:00+00:00,BTC,-1.0,-1.0
2025-11-24 09:00:00+00:00,BTC,1.0,0.0
2025-11-24 17:00:00+00:00,BTC,-1.0,-1.0
2025-11-25 07:00:00+00:00,BTC,1.0,0.0
2025-11-26 17:00:00+00:00,BTC,-1.0,-1.0
2025-11-28 07:00:00+00:00,BTC,1.0,0.0
2025-11-30 13:00:00+00:00,BTC,-1.0,-1.0
2025-12-02 03:00:00+00:00,BTC,1.0,0.0
2025-12-02 17:00:00+00:00,BTC,-1.0,-1.0
2025-12-04 11:00:00+00:00,BTC,1.0,0.0
2025-12-05 09:00:00+00:00,BTC,1.0,1.0
2025-12-07 02:00:00+00:00,BTC,-1.0,0.0
2025-12-07 14:00:00+00:00,BTC,1.0,1.0
2025-12-07 15:00:00+00:00,BTC,-1.0,0.0
2025-12-07 17:00:00+00:00,BTC,-1.0,-1.0
2025-12-07 22:00:00+00:00,BTC,1.0,0.0
2025-12-08 02:00:00+00:00,BTC,-1.0,-1.0
2025-12-08 15:00:00+00:00,BTC,1.0,0.0
2025-12-09 15:00:00+00:00,BTC,-1.0,-1.0
2025-12-10 11:00:00+00:00,BTC,1.0,0.0
2025-12-14 14:00:00+00:00,BTC,1.0,1.0
2025-12-15 04:00:00+00:00,BTC,-1.0,0.0
2025-12-15 14:00:00+00:00,BTC,1.0,1.0
2025-12-16 11:00:00+00:00,BTC,-1.0,0.0
2025-12-17 14:00:00+00:00,BTC,-1.0,-1.0
2025-12-17 15:00:00+00:00,BTC,1.0,0.0
2025-12-18 13:00:00+00:00,BTC,-1.0,-1.0
2025-12-19 03:00:00+00:00,BTC,1.0,0.0
2025-12-21 09:00:00+00:00,BTC,-1.0,-1.0
2025-12-21 14:00:00+00:00,BTC,1.0,0.0
2025-12-22 03:00:00+00:00,BTC,-1.0,-1.0
