date,longs,shorts
2024-07-11 00:00:00+00:00,"['ARB', 'OP', 'INJ']","['BTC', 'AVAX', 'TIA']"
2024-07-12 00:00:00+00:00,"['ARB', 'OP', 'INJ']","['BTC', 'AVAX', 'TIA']"
2024-07-13 00:00:00+00:00,"['ARB', 'OP', 'INJ']","['BTC', 'AVAX', 'TIA']"
2024-07-14 00:00:00+00:00,"['AVAX', 'ARB', 'TIA']","['AAVE', 'OP', 'DOGE']"
2024-07-15 00:00:00+00:00,"['AVAX', 'ARB', 'TIA']","['AAVE', 'OP', 'DOGE']"
2024-07-16 00:00:00+00:00,"['AVAX', 'ARB', 'TIA']","['AAVE', 'OP', 'DOGE']"
2024-07-17 00:00:00+00:00,"['AVAX', 'ARB', 'TIA']","['AAVE', 'OP', 'DOGE']"
2024-07-18 00:00:00+00:00,"['AVAX', 'ARB', 'TIA']","['AAVE', 'OP', 'DOGE']"
2024-07-19 00:00:00+00:00,"['AVAX', 'ARB', 'TIA']","['AAVE', 'OP', 'DOGE']"
2024-07-20 00:00:00+00:00,"['AVAX', 'ARB', 'TIA']","['AAVE', 'OP', 'DOGE']"
2024-07-21 00:00:00+00:00,"['ETH', 'AAVE', 'UNI']","['SOL', 'AVAX', 'DOGE']"
2024-07-22 00:00:00+00:00,"['ETH', 'AAVE', 'UNI']","['SOL', 'AVAX', 'DOGE']"
2024-07-23 00:00:00+00:00,"['ETH', 'AAVE', 'UNI']","['SOL', 'AVAX', 'DOGE']"
2024-07-24 00:00:00+00:00,"['ETH', 'AAVE', 'UNI']","['SOL', 'AVAX', 'DOGE']"
2024-07-25 00:00:00+00:00,"['ETH', 'AAVE', 'UNI']","['SOL', 'AVAX', 'DOGE']"
2024-07-26 00:00:00+00:00,"['ETH', 'AAVE', 'UNI']","['SOL', 'AVAX', 'DOGE']"
2024-07-27 00:00:00+00:00,"['ETH', 'AAVE', 'UNI']","['SOL', 'AVAX', 'DOGE']"
2024-07-28 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'AAVE']"
2024-07-29 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'AAVE']"
2024-07-30 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'AAVE']"
2024-07-31 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'AAVE']"
2024-08-01 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'AAVE']"
2024-08-02 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'AAVE']"
2024-08-03 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'AAVE']"
2024-08-04 00:00:00+00:00,"['SOL', 'AVAX', 'INJ']","['BTC', 'AAVE', 'TIA']"
2024-08-05 00:00:00+00:00,"['SOL', 'AVAX', 'INJ']","['BTC', 'AAVE', 'TIA']"
2024-08-06 00:00:00+00:00,"['SOL', 'AVAX', 'INJ']","['BTC', 'AAVE', 'TIA']"
2024-08-07 00:00:00+00:00,"['SOL', 'AVAX', 'INJ']","['BTC', 'AAVE', 'TIA']"
2024-08-08 00:00:00+00:00,"['SOL', 'AVAX', 'INJ']","['BTC', 'AAVE', 'TIA']"
2024-08-09 00:00:00+00:00,"['SOL', 'AVAX', 'INJ']","['BTC', 'AAVE', 'TIA']"
2024-08-10 00:00:00+00:00,"['SOL', 'AVAX', 'INJ']","['BTC', 'AAVE', 'TIA']"
2024-08-11 00:00:00+00:00,"['SOL', 'AVAX', 'AAVE']","['BTC', 'ARB', 'INJ']"
2024-08-12 00:00:00+00:00,"['SOL', 'AVAX', 'AAVE']","['BTC', 'ARB', 'INJ']"
2024-08-13 00:00:00+00:00,"['SOL', 'AVAX', 'AAVE']","['BTC', 'ARB', 'INJ']"
2024-08-14 00:00:00+00:00,"['SOL', 'AVAX', 'AAVE']","['BTC', 'ARB', 'INJ']"
2024-08-15 00:00:00+00:00,"['SOL', 'AVAX', 'AAVE']","['BTC', 'ARB', 'INJ']"
2024-08-16 00:00:00+00:00,"['SOL', 'AVAX', 'AAVE']","['BTC', 'ARB', 'INJ']"
2024-08-17 00:00:00+00:00,"['SOL', 'AVAX', 'AAVE']","['BTC', 'ARB', 'INJ']"
2024-08-18 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['AVAX', 'AAVE', 'OP']"
2024-08-19 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['AVAX', 'AAVE', 'OP']"
2024-08-20 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['AVAX', 'AAVE', 'OP']"
2024-08-21 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['AVAX', 'AAVE', 'OP']"
2024-08-22 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['AVAX', 'AAVE', 'OP']"
2024-08-23 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['AVAX', 'AAVE', 'OP']"
2024-08-24 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['AVAX', 'AAVE', 'OP']"
2024-08-25 00:00:00+00:00,"['AAVE', 'DOGE', 'UNI']","['AVAX', 'LINK', 'INJ']"
2024-08-26 00:00:00+00:00,"['AAVE', 'DOGE', 'UNI']","['AVAX', 'LINK', 'INJ']"
2024-08-27 00:00:00+00:00,"['AAVE', 'DOGE', 'UNI']","['AVAX', 'LINK', 'INJ']"
2024-08-28 00:00:00+00:00,"['AAVE', 'DOGE', 'UNI']","['AVAX', 'LINK', 'INJ']"
2024-08-29 00:00:00+00:00,"['AAVE', 'DOGE', 'UNI']","['AVAX', 'LINK', 'INJ']"
2024-08-30 00:00:00+00:00,"['AAVE', 'DOGE', 'UNI']","['AVAX', 'LINK', 'INJ']"
2024-08-31 00:00:00+00:00,"['AAVE', 'DOGE', 'UNI']","['AVAX', 'LINK', 'INJ']"
2024-09-01 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['ETH', 'AAVE', 'OP']"
2024-09-02 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['ETH', 'AAVE', 'OP']"
2024-09-03 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['ETH', 'AAVE', 'OP']"
2024-09-04 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['ETH', 'AAVE', 'OP']"
2024-09-05 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['ETH', 'AAVE', 'OP']"
2024-09-06 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['ETH', 'AAVE', 'OP']"
2024-09-07 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['ETH', 'AAVE', 'OP']"
2024-09-08 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'AAVE', 'OP']"
2024-09-09 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'AAVE', 'OP']"
2024-09-10 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'AAVE', 'OP']"
2024-09-11 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'AAVE', 'OP']"
2024-09-12 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'AAVE', 'OP']"
2024-09-13 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'AAVE', 'OP']"
2024-09-14 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'AAVE', 'OP']"
2024-09-15 00:00:00+00:00,"['AAVE', 'ARB', 'OP']","['BTC', 'INJ', 'TIA']"
2024-09-16 00:00:00+00:00,"['AAVE', 'ARB', 'OP']","['BTC', 'INJ', 'TIA']"
2024-09-17 00:00:00+00:00,"['AAVE', 'ARB', 'OP']","['BTC', 'INJ', 'TIA']"
2024-09-18 00:00:00+00:00,"['AAVE', 'ARB', 'OP']","['BTC', 'INJ', 'TIA']"
2024-09-19 00:00:00+00:00,"['AAVE', 'ARB', 'OP']","['BTC', 'INJ', 'TIA']"
2024-09-20 00:00:00+00:00,"['AAVE', 'ARB', 'OP']","['BTC', 'INJ', 'TIA']"
2024-09-21 00:00:00+00:00,"['AAVE', 'ARB', 'OP']","['BTC', 'INJ', 'TIA']"
2024-09-22 00:00:00+00:00,"['LINK', 'UNI', 'TIA']","['AAVE', 'ARB', 'OP']"
2024-09-23 00:00:00+00:00,"['LINK', 'UNI', 'TIA']","['AAVE', 'ARB', 'OP']"
2024-09-24 00:00:00+00:00,"['LINK', 'UNI', 'TIA']","['AAVE', 'ARB', 'OP']"
2024-09-25 00:00:00+00:00,"['LINK', 'UNI', 'TIA']","['AAVE', 'ARB', 'OP']"
2024-09-26 00:00:00+00:00,"['LINK', 'UNI', 'TIA']","['AAVE', 'ARB', 'OP']"
2024-09-27 00:00:00+00:00,"['LINK', 'UNI', 'TIA']","['AAVE', 'ARB', 'OP']"
2024-09-28 00:00:00+00:00,"['LINK', 'UNI', 'TIA']","['AAVE', 'ARB', 'OP']"
2024-09-29 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['OP', 'DOGE', 'UNI']"
2024-09-30 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['OP', 'DOGE', 'UNI']"
2024-10-01 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['OP', 'DOGE', 'UNI']"
2024-10-02 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['OP', 'DOGE', 'UNI']"
2024-10-03 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['OP', 'DOGE', 'UNI']"
2024-10-04 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['OP', 'DOGE', 'UNI']"
2024-10-05 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['OP', 'DOGE', 'UNI']"
2024-10-06 00:00:00+00:00,"['ETH', 'SOL', 'INJ']","['AVAX', 'DOGE', 'TIA']"
2024-10-07 00:00:00+00:00,"['ETH', 'SOL', 'INJ']","['AVAX', 'DOGE', 'TIA']"
2024-10-08 00:00:00+00:00,"['ETH', 'SOL', 'INJ']","['AVAX', 'DOGE', 'TIA']"
2024-10-09 00:00:00+00:00,"['ETH', 'SOL', 'INJ']","['AVAX', 'DOGE', 'TIA']"
2024-10-10 00:00:00+00:00,"['ETH', 'SOL', 'INJ']","['AVAX', 'DOGE', 'TIA']"
2024-10-11 00:00:00+00:00,"['ETH', 'SOL', 'INJ']","['AVAX', 'DOGE', 'TIA']"
2024-10-12 00:00:00+00:00,"['ETH', 'SOL', 'INJ']","['AVAX', 'DOGE', 'TIA']"
2024-10-13 00:00:00+00:00,"['BTC', 'LINK', 'ARB']","['AVAX', 'AAVE', 'TIA']"
2024-10-14 00:00:00+00:00,"['BTC', 'LINK', 'ARB']","['AVAX', 'AAVE', 'TIA']"
2024-10-15 00:00:00+00:00,"['BTC', 'LINK', 'ARB']","['AVAX', 'AAVE', 'TIA']"
2024-10-16 00:00:00+00:00,"['BTC', 'LINK', 'ARB']","['AVAX', 'AAVE', 'TIA']"
2024-10-17 00:00:00+00:00,"['BTC', 'LINK', 'ARB']","['AVAX', 'AAVE', 'TIA']"
2024-10-18 00:00:00+00:00,"['BTC', 'LINK', 'ARB']","['AVAX', 'AAVE', 'TIA']"
2024-10-19 00:00:00+00:00,"['BTC', 'LINK', 'ARB']","['AVAX', 'AAVE', 'TIA']"
2024-10-20 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['SOL', 'ARB', 'DOGE']"
2024-10-21 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['SOL', 'ARB', 'DOGE']"
2024-10-22 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['SOL', 'ARB', 'DOGE']"
2024-10-23 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['SOL', 'ARB', 'DOGE']"
2024-10-24 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['SOL', 'ARB', 'DOGE']"
2024-10-25 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['SOL', 'ARB', 'DOGE']"
2024-10-26 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['SOL', 'ARB', 'DOGE']"
2024-10-27 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['BTC', 'SOL', 'DOGE']"
2024-10-28 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['BTC', 'SOL', 'DOGE']"
2024-10-29 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['BTC', 'SOL', 'DOGE']"
2024-10-30 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['BTC', 'SOL', 'DOGE']"
2024-10-31 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['BTC', 'SOL', 'DOGE']"
2024-11-01 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['BTC', 'SOL', 'DOGE']"
2024-11-02 00:00:00+00:00,"['ARB', 'INJ', 'TIA']","['BTC', 'SOL', 'DOGE']"
2024-11-03 00:00:00+00:00,"['OP', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2024-11-04 00:00:00+00:00,"['OP', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2024-11-05 00:00:00+00:00,"['OP', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2024-11-06 00:00:00+00:00,"['OP', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2024-11-07 00:00:00+00:00,"['OP', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2024-11-08 00:00:00+00:00,"['OP', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2024-11-09 00:00:00+00:00,"['OP', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2024-11-10 00:00:00+00:00,"['BTC', 'SOL', 'OP']","['AAVE', 'DOGE', 'INJ']"
2024-11-11 00:00:00+00:00,"['BTC', 'SOL', 'OP']","['AAVE', 'DOGE', 'INJ']"
2024-11-12 00:00:00+00:00,"['BTC', 'SOL', 'OP']","['AAVE', 'DOGE', 'INJ']"
2024-11-13 00:00:00+00:00,"['BTC', 'SOL', 'OP']","['AAVE', 'DOGE', 'INJ']"
2024-11-14 00:00:00+00:00,"['BTC', 'SOL', 'OP']","['AAVE', 'DOGE', 'INJ']"
2024-11-15 00:00:00+00:00,"['BTC', 'SOL', 'OP']","['AAVE', 'DOGE', 'INJ']"
2024-11-16 00:00:00+00:00,"['BTC', 'SOL', 'OP']","['AAVE', 'DOGE', 'INJ']"
2024-11-17 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['SOL', 'AVAX', 'ARB']"
2024-11-18 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['SOL', 'AVAX', 'ARB']"
2024-11-19 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['SOL', 'AVAX', 'ARB']"
2024-11-20 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['SOL', 'AVAX', 'ARB']"
2024-11-21 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['SOL', 'AVAX', 'ARB']"
2024-11-22 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['SOL', 'AVAX', 'ARB']"
2024-11-23 00:00:00+00:00,"['ETH', 'AAVE', 'TIA']","['SOL', 'AVAX', 'ARB']"
2024-11-24 00:00:00+00:00,"['BTC', 'SOL', 'AAVE']","['ARB', 'OP', 'TIA']"
2024-11-25 00:00:00+00:00,"['BTC', 'SOL', 'AAVE']","['ARB', 'OP', 'TIA']"
2024-11-26 00:00:00+00:00,"['BTC', 'SOL', 'AAVE']","['ARB', 'OP', 'TIA']"
2024-11-27 00:00:00+00:00,"['BTC', 'SOL', 'AAVE']","['ARB', 'OP', 'TIA']"
2024-11-28 00:00:00+00:00,"['BTC', 'SOL', 'AAVE']","['ARB', 'OP', 'TIA']"
2024-11-29 00:00:00+00:00,"['BTC', 'SOL', 'AAVE']","['ARB', 'OP', 'TIA']"
2024-11-30 00:00:00+00:00,"['BTC', 'SOL', 'AAVE']","['ARB', 'OP', 'TIA']"
2024-12-01 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-02 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-03 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-04 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-05 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-06 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-07 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-08 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-09 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-10 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-11 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-12 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-13 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-14 00:00:00+00:00,"['SOL', 'INJ', 'TIA']","['AAVE', 'DOGE', 'UNI']"
2024-12-15 00:00:00+00:00,"['SOL', 'DOGE', 'TIA']","['LINK', 'AAVE', 'OP']"
2024-12-16 00:00:00+00:00,"['SOL', 'DOGE', 'TIA']","['LINK', 'AAVE', 'OP']"
2024-12-17 00:00:00+00:00,"['SOL', 'DOGE', 'TIA']","['LINK', 'AAVE', 'OP']"
2024-12-18 00:00:00+00:00,"['SOL', 'DOGE', 'TIA']","['LINK', 'AAVE', 'OP']"
2024-12-19 00:00:00+00:00,"['SOL', 'DOGE', 'TIA']","['LINK', 'AAVE', 'OP']"
2024-12-20 00:00:00+00:00,"['SOL', 'DOGE', 'TIA']","['LINK', 'AAVE', 'OP']"
2024-12-21 00:00:00+00:00,"['SOL', 'DOGE', 'TIA']","['LINK', 'AAVE', 'OP']"
2024-12-22 00:00:00+00:00,"['AVAX', 'OP', 'INJ']","['BTC', 'AAVE', 'UNI']"
2024-12-23 00:00:00+00:00,"['AVAX', 'OP', 'INJ']","['BTC', 'AAVE', 'UNI']"
2024-12-24 00:00:00+00:00,"['AVAX', 'OP', 'INJ']","['BTC', 'AAVE', 'UNI']"
2024-12-25 00:00:00+00:00,"['AVAX', 'OP', 'INJ']","['BTC', 'AAVE', 'UNI']"
2024-12-26 00:00:00+00:00,"['AVAX', 'OP', 'INJ']","['BTC', 'AAVE', 'UNI']"
2024-12-27 00:00:00+00:00,"['AVAX', 'OP', 'INJ']","['BTC', 'AAVE', 'UNI']"
2024-12-28 00:00:00+00:00,"['AVAX', 'OP', 'INJ']","['BTC', 'AAVE', 'UNI']"
2024-12-29 00:00:00+00:00,"['AVAX', 'LINK', 'INJ']","['BTC', 'ETH', 'SOL']"
2024-12-30 00:00:00+00:00,"['AVAX', 'LINK', 'INJ']","['BTC', 'ETH', 'SOL']"
2024-12-31 00:00:00+00:00,"['AVAX', 'LINK', 'INJ']","['BTC', 'ETH', 'SOL']"
2025-01-01 00:00:00+00:00,"['AVAX', 'LINK', 'INJ']","['BTC', 'ETH', 'SOL']"
2025-01-02 00:00:00+00:00,"['AVAX', 'LINK', 'INJ']","['BTC', 'ETH', 'SOL']"
2025-01-03 00:00:00+00:00,"['AVAX', 'LINK', 'INJ']","['BTC', 'ETH', 'SOL']"
2025-01-04 00:00:00+00:00,"['AVAX', 'LINK', 'INJ']","['BTC', 'ETH', 'SOL']"
2025-01-05 00:00:00+00:00,"['BTC', 'ETH', 'AAVE']","['ARB', 'DOGE', 'INJ']"
2025-01-06 00:00:00+00:00,"['BTC', 'ETH', 'AAVE']","['ARB', 'DOGE', 'INJ']"
2025-01-07 00:00:00+00:00,"['BTC', 'ETH', 'AAVE']","['ARB', 'DOGE', 'INJ']"
2025-01-08 00:00:00+00:00,"['BTC', 'ETH', 'AAVE']","['ARB', 'DOGE', 'INJ']"
2025-01-09 00:00:00+00:00,"['BTC', 'ETH', 'AAVE']","['ARB', 'DOGE', 'INJ']"
2025-01-10 00:00:00+00:00,"['BTC', 'ETH', 'AAVE']","['ARB', 'DOGE', 'INJ']"
2025-01-11 00:00:00+00:00,"['BTC', 'ETH', 'AAVE']","['ARB', 'DOGE', 'INJ']"
2025-01-12 00:00:00+00:00,"['LINK', 'ARB', 'INJ']","['BTC', 'UNI', 'TIA']"
2025-01-13 00:00:00+00:00,"['LINK', 'ARB', 'INJ']","['BTC', 'UNI', 'TIA']"
2025-01-14 00:00:00+00:00,"['LINK', 'ARB', 'INJ']","['BTC', 'UNI', 'TIA']"
2025-01-15 00:00:00+00:00,"['LINK', 'ARB', 'INJ']","['BTC', 'UNI', 'TIA']"
2025-01-16 00:00:00+00:00,"['LINK', 'ARB', 'INJ']","['BTC', 'UNI', 'TIA']"
2025-01-17 00:00:00+00:00,"['LINK', 'ARB', 'INJ']","['BTC', 'UNI', 'TIA']"
2025-01-18 00:00:00+00:00,"['LINK', 'ARB', 'INJ']","['BTC', 'UNI', 'TIA']"
2025-01-19 00:00:00+00:00,"['AVAX', 'ARB', 'OP']","['BTC', 'SOL', 'LINK']"
2025-01-20 00:00:00+00:00,"['AVAX', 'ARB', 'OP']","['BTC', 'SOL', 'LINK']"
2025-01-21 00:00:00+00:00,"['AVAX', 'ARB', 'OP']","['BTC', 'SOL', 'LINK']"
2025-01-22 00:00:00+00:00,"['AVAX', 'ARB', 'OP']","['BTC', 'SOL', 'LINK']"
2025-01-23 00:00:00+00:00,"['AVAX', 'ARB', 'OP']","['BTC', 'SOL', 'LINK']"
2025-01-24 00:00:00+00:00,"['AVAX', 'ARB', 'OP']","['BTC', 'SOL', 'LINK']"
2025-01-25 00:00:00+00:00,"['AVAX', 'ARB', 'OP']","['BTC', 'SOL', 'LINK']"
2025-01-26 00:00:00+00:00,"['AAVE', 'UNI', 'INJ']","['BTC', 'ETH', 'AVAX']"
2025-01-27 00:00:00+00:00,"['AAVE', 'UNI', 'INJ']","['BTC', 'ETH', 'AVAX']"
2025-01-28 00:00:00+00:00,"['AAVE', 'UNI', 'INJ']","['BTC', 'ETH', 'AVAX']"
2025-01-29 00:00:00+00:00,"['AAVE', 'UNI', 'INJ']","['BTC', 'ETH', 'AVAX']"
2025-01-30 00:00:00+00:00,"['AAVE', 'UNI', 'INJ']","['BTC', 'ETH', 'AVAX']"
2025-01-31 00:00:00+00:00,"['AAVE', 'UNI', 'INJ']","['BTC', 'ETH', 'AVAX']"
2025-02-01 00:00:00+00:00,"['AAVE', 'UNI', 'INJ']","['BTC', 'ETH', 'AVAX']"
2025-02-02 00:00:00+00:00,"['ARB', 'OP', 'UNI']","['BTC', 'ETH', 'AAVE']"
2025-02-03 00:00:00+00:00,"['ARB', 'OP', 'UNI']","['BTC', 'ETH', 'AAVE']"
2025-02-04 00:00:00+00:00,"['ARB', 'OP', 'UNI']","['BTC', 'ETH', 'AAVE']"
2025-02-05 00:00:00+00:00,"['ARB', 'OP', 'UNI']","['BTC', 'ETH', 'AAVE']"
2025-02-06 00:00:00+00:00,"['ARB', 'OP', 'UNI']","['BTC', 'ETH', 'AAVE']"
2025-02-07 00:00:00+00:00,"['ARB', 'OP', 'UNI']","['BTC', 'ETH', 'AAVE']"
2025-02-08 00:00:00+00:00,"['ARB', 'OP', 'UNI']","['BTC', 'ETH', 'AAVE']"
2025-02-09 00:00:00+00:00,"['AVAX', 'LINK', 'AAVE']","['BTC', 'OP', 'UNI']"
2025-02-10 00:00:00+00:00,"['AVAX', 'LINK', 'AAVE']","['BTC', 'OP', 'UNI']"
2025-02-11 00:00:00+00:00,"['AVAX', 'LINK', 'AAVE']","['BTC', 'OP', 'UNI']"
2025-02-12 00:00:00+00:00,"['AVAX', 'LINK', 'AAVE']","['BTC', 'OP', 'UNI']"
2025-02-13 00:00:00+00:00,"['AVAX', 'LINK', 'AAVE']","['BTC', 'OP', 'UNI']"
2025-02-14 00:00:00+00:00,"['AVAX', 'LINK', 'AAVE']","['BTC', 'OP', 'UNI']"
2025-02-15 00:00:00+00:00,"['AVAX', 'LINK', 'AAVE']","['BTC', 'OP', 'UNI']"
2025-02-16 00:00:00+00:00,"['SOL', 'AVAX', 'TIA']","['OP', 'DOGE', 'INJ']"
2025-02-17 00:00:00+00:00,"['SOL', 'AVAX', 'TIA']","['OP', 'DOGE', 'INJ']"
2025-02-18 00:00:00+00:00,"['SOL', 'AVAX', 'TIA']","['OP', 'DOGE', 'INJ']"
2025-02-19 00:00:00+00:00,"['SOL', 'AVAX', 'TIA']","['OP', 'DOGE', 'INJ']"
2025-02-20 00:00:00+00:00,"['SOL', 'AVAX', 'TIA']","['OP', 'DOGE', 'INJ']"
2025-02-21 00:00:00+00:00,"['SOL', 'AVAX', 'TIA']","['OP', 'DOGE', 'INJ']"
2025-02-22 00:00:00+00:00,"['SOL', 'AVAX', 'TIA']","['OP', 'DOGE', 'INJ']"
2025-02-23 00:00:00+00:00,"['LINK', 'DOGE', 'UNI']","['OP', 'INJ', 'TIA']"
2025-02-24 00:00:00+00:00,"['LINK', 'DOGE', 'UNI']","['OP', 'INJ', 'TIA']"
2025-02-25 00:00:00+00:00,"['LINK', 'DOGE', 'UNI']","['OP', 'INJ', 'TIA']"
2025-02-26 00:00:00+00:00,"['LINK', 'DOGE', 'UNI']","['OP', 'INJ', 'TIA']"
2025-02-27 00:00:00+00:00,"['LINK', 'DOGE', 'UNI']","['OP', 'INJ', 'TIA']"
2025-02-28 00:00:00+00:00,"['LINK', 'DOGE', 'UNI']","['OP', 'INJ', 'TIA']"
2025-03-01 00:00:00+00:00,"['LINK', 'DOGE', 'UNI']","['OP', 'INJ', 'TIA']"
2025-03-02 00:00:00+00:00,"['ETH', 'UNI', 'INJ']","['SOL', 'LINK', 'TIA']"
2025-03-03 00:00:00+00:00,"['ETH', 'UNI', 'INJ']","['SOL', 'LINK', 'TIA']"
2025-03-04 00:00:00+00:00,"['ETH', 'UNI', 'INJ']","['SOL', 'LINK', 'TIA']"
2025-03-05 00:00:00+00:00,"['ETH', 'UNI', 'INJ']","['SOL', 'LINK', 'TIA']"
2025-03-06 00:00:00+00:00,"['ETH', 'UNI', 'INJ']","['SOL', 'LINK', 'TIA']"
2025-03-07 00:00:00+00:00,"['ETH', 'UNI', 'INJ']","['SOL', 'LINK', 'TIA']"
2025-03-08 00:00:00+00:00,"['ETH', 'UNI', 'INJ']","['SOL', 'LINK', 'TIA']"
2025-03-09 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2025-03-10 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2025-03-11 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2025-03-12 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2025-03-13 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2025-03-14 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2025-03-15 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['BTC', 'ETH', 'LINK']"
2025-03-16 00:00:00+00:00,"['ETH', 'AAVE', 'OP']","['AVAX', 'INJ', 'TIA']"
