coin,hl_hot,drift_hot,delta_hot,hl_cold,drift_cold,delta_cold,freq_hot,freq_cold
BTC,21.348516985987388,,,9.202587969205783,,,,
ETH,22.816984069356966,,,7.655890844937135,,,,
SOL,23.08687560515918,17.460727937547357,-5.626147667611821,2.7081514767904644,-5.870469914068909,-8.578621390859373,25.0,33.333333333333336
HYPE,118.78953691222561,,,19.379284218936846,,,,
AVAX,11.835894996150646,,,5.17385208022594,,,,
LINK,21.35005740508734,,,11.206681552904323,,,,
DOGE,28.230761571099535,,,7.311232150949613,,,,
